region_code,BLcode,country,year,sex,pri,sec,ter,lu,lp,lpc,ls,lsc,lh,lhc,tyr,pyr,syr,hyr,hc,hca,pop,Life expectancy (years),SuicideRate
Advanced Economies,131.0,Australia,1885.0,F,58.43035888671875,0.5473268628120422,0.026115352287888527,48.63177108764648,48.1089859008789,12.767380714416506,3.2458627223968506,0.6157291531562805,0.020351899787783626,0.007107321172952652,2.1335208415985107,2.022263765335083,0.110708050429821,0.0005491831689141692,1.237820386886597,1.591997742652893,698.3176879882812,49.049999,
Advanced Economies,131.0,Australia,1890.0,F,47.874229431152344,0.81212317943573,0.039541687816381454,43.08673477172852,51.33711242675781,13.9795503616333,5.5568718910217285,1.1145614385604858,0.024046285077929497,0.007647405378520489,2.4851884841918945,2.2943549156188965,0.19019968807697296,0.0006338820094242692,1.2821249961853027,1.756527304649353,851.0,,
Advanced Economies,131.0,Australia,1895.0,F,52.05158233642578,1.196562647819519,0.05918344482779502,41.54553985595703,52.80202102661133,14.805514335632324,5.624459266662598,1.181808352470398,0.0315527580678463,0.009176036342978476,2.5623490810394287,2.367586851119995,0.19394758343696594,0.0008145843748934567,1.2920562028884888,1.782443642616272,998.8963623046876,52.950001,
Advanced Economies,131.0,Australia,1900.0,F,56.22893524169922,1.751091480255127,0.08774860203266144,33.084060668945305,59.61334609985352,17.238162994384766,7.262636184692383,1.7264349460601809,0.03995839506387711,0.010871616192162035,2.999123334884644,2.7437007427215576,0.2544057071208954,0.001016719383187592,1.349740505218506,1.9442423582077024,1217.0,,
Advanced Economies,131.0,Australia,1905.0,F,60.406288146972656,2.5450985431671143,0.1290760487318039,28.71149826049805,61.07735061645508,18.58158302307129,10.156290054321287,2.561207771301269,0.054862942546606064,0.014133601449429987,3.362473249435425,3.0024373531341557,0.35865601897239685,0.001379956491291523,1.3996851444244385,2.1273324489593506,1226.73193359375,57.0,
Advanced Economies,131.0,Australia,1910.0,F,64.58364105224611,3.672063589096069,0.18859049677848816,22.742755889892575,64.43560791015625,20.9472713470459,11.774893760681152,3.0876705646514893,1.046745538711548,0.2460436373949051,3.8239781856536874,3.330784797668457,0.4673375189304352,0.02585585042834282,1.4657950401306152,2.4095571041107178,1348.0,,
Advanced Economies,131.0,Australia,1915.0,F,68.76099395751953,5.2542386054992685,0.2739313840866089,17.820640563964844,74.64466094970703,25.78038024902344,5.644478797912598,1.4742171764373782,1.8904707431793213,0.4997612535953522,3.805995464324951,3.464848518371582,0.293342262506485,0.04780476540327072,1.4631615877151491,2.3426859378814697,1532.9085693359375,,
Advanced Economies,131.0,Australia,1920.0,F,72.9383544921875,7.444720268249513,0.3958165943622589,13.662188529968262,71.05255889892578,26.33512306213379,12.57217025756836,3.670935869216919,2.7130789756774902,0.7684580683708191,4.4946136474609375,3.8387453556060787,0.5862377882003784,0.06963060051202774,1.5674676895141602,2.770350456237793,1698.0,,
Advanced Economies,131.0,Australia,1925.0,F,77.11570739746094,10.42306423187256,0.5692169070243835,10.71231746673584,61.745948791503906,24.21055793762207,23.44505500793457,7.122744560241699,4.096684455871582,1.1686846017837524,5.387147903442383,4.2311997413635245,1.0506408214569092,0.10530731827020644,1.7138028144836426,3.3058621883392334,1902.275146484375,63.16,
Advanced Economies,131.0,Australia,1930.0,F,81.29306030273438,14.37882137298584,0.8149310946464539,7.992402076721191,58.697914123535156,24.68115997314453,28.289735794067386,9.022065162658693,5.019949913024902,1.5042099952697754,5.910567283630371,4.499953269958496,1.2801308631896973,0.1304832398891449,1.8058958053588867,3.583981275558472,2154.0,64.889999,
Advanced Economies,131.0,Australia,1935.0,F,85.47041320800781,14.97380828857422,1.1616584062576294,5.82969856262207,54.885337829589844,24.91547393798828,33.291431427001946,11.131133079528807,5.993534564971924,1.8844820261001587,6.42972469329834,4.751121997833252,1.5210422277450562,0.15756048262119293,1.9021265506744385,3.8566062450408936,2154.0,65.089996,
Advanced Economies,131.0,Australia,1940.0,F,89.64776611328125,19.00870704650879,1.6486465930938718,4.430081367492676,51.41523361206055,25.087556838989254,37.28483581542969,13.182820320129395,6.869857311248778,2.306957960128784,6.853596210479736,4.944365501403809,1.7256942987442017,0.1835363507270813,1.984485387802124,4.082879543304443,2314.06201171875,66.230003,
Advanced Economies,131.0,Australia,1945.0,F,93.82511901855469,23.972959518432614,2.1563236713409424,2.98987889289856,47.83123397827149,24.62385368347168,41.45940017700195,15.445958137512207,7.719483852386475,2.7499797344207764,7.272450447082519,5.124385356903076,1.9386754035949707,0.2093894183635712,2.069371700286865,4.3006463050842285,2496.0,68.449997,
Advanced Economies,131.0,Australia,1950.0,F,98.00247192382812,34.970230102539055,5.552051544189453,1.167580246925354,44.256046295166016,28.7207088470459,45.3693733215332,21.83822059631348,9.20699977874756,4.185260772705078,7.989925861358643,5.4638848304748535,2.2581956386566158,0.2678452432155609,2.223299980163574,4.684083938598633,2645.0,68.845,
Advanced Economies,131.0,Australia,1955.0,F,100.0,39.66376876831055,3.434281826019287,1.005533218383789,39.719032287597656,23.559362411499023,49.1887092590332,25.491008758544922,10.086726188659668,4.585329055786133,8.238136291503906,5.454877853393555,2.4898176193237305,0.2934410572052002,2.279175281524658,4.826048851013184,2817.0,69.998,
Advanced Economies,131.0,Australia,1960.0,F,82.295654296875,54.25287246704102,7.070000171661378,0.8452628254890442,34.896114349365234,19.229854583740234,53.23910903930664,29.82038116455078,11.019511222839355,5.037386417388916,8.544991493225098,5.479296684265137,2.744556427001953,0.3211379051208496,2.3501970767974854,4.967239856719972,3079.0,70.738,
Advanced Economies,131.0,Australia,1965.0,F,83.87825775146484,55.17241287231445,9.710000038146973,0.6607460379600525,29.22929763793945,15.61727809906006,57.49673080444336,35.07308578491211,12.601607322692873,5.567953586578369,8.9711332321167,5.551297187805176,3.056443929672241,0.36339133977890015,2.4525132179260254,5.119580268859863,3485.0,70.824,
Advanced Economies,131.0,Australia,1970.0,F,91.0,73.56321716308594,11.199999809265137,0.6421511173248291,19.484071731567386,10.222030639648438,69.67178344726561,46.24155044555664,10.16176700592041,5.094283103942871,9.645411491394043,5.681196212768555,3.659094095230103,0.3051210939884186,2.6235835552215576,5.300389289855957,3905.0,71.16,
Advanced Economies,131.0,Australia,1975.0,F,97.0,80.0,19.799999237060547,1.2965786457061768,10.257415771484377,5.1777615547180185,72.00984191894531,50.75196075439453,16.436161041259766,7.607166290283202,10.511703491210938,5.769815444946289,4.2610206604003915,0.4808666706085205,2.860997438430786,5.4967079162597665,4266.0,72.626,
Advanced Economies,131.0,Australia,1980.0,F,100.0,78.0,23.899999618530273,0.8023297786712646,5.0560641288757315,2.4123165607452397,71.48638916015625,53.34270095825195,22.676776885986328,10.55113124847412,11.271854400634766,5.873841285705566,4.733455181121826,0.6645582318305969,3.0869557857513428,5.578724384307861,4703.0,74.39,
Advanced Economies,131.0,Australia,1985.0,F,97.0,87.0,27.0,1.0557512044906616,7.454972743988037,3.5202178955078125,67.26413726806639,53.08806228637695,24.24306488037109,12.477569580078125,11.316450119018555,5.819688320159912,4.762349605560303,0.7344127297401428,3.10075306892395,5.5328521728515625,5125.0,75.639,
Advanced Economies,131.0,Australia,1990.0,F,98.0,79.0,38.20000076293945,1.0059280395507812,9.345088005065918,4.78170919418335,62.99438858032226,52.38396453857422,26.6843204498291,14.93720817565918,11.360220909118652,5.8045268058776855,4.723263740539551,0.8324305415153503,3.114355087280273,5.44297456741333,5564.0,76.933,12.80008223335749
Advanced Economies,131.0,Australia,1995.0,F,99.84906005859376,90.0,73.5,1.2035454511642456,10.283523559570312,5.824514389038086,56.99134063720703,49.63676452636719,31.52158546447754,17.059700012207028,11.481852531433105,5.7940168380737305,4.71621036529541,0.9716256856918336,3.1524667739868164,5.362917423248291,5977.0,78.267,12.806768104977365
Advanced Economies,131.0,Australia,2000.0,F,95.0,100.0,72.0,0.8277071714401245,10.606264114379883,6.376785755157472,63.09912490844727,57.94108963012695,25.46690368652344,15.557512283325195,11.388456344604492,5.823452949523926,4.744515419006348,0.8204883337020874,3.1231610774993896,5.167377948760986,6388.0,79.592,12.443258564720676
Advanced Economies,131.0,Australia,2005.0,F,95.0,100.0,79.0,0.6546630263328552,9.061347007751463,5.771603584289551,59.10208129882813,55.18255996704102,31.181907653808594,19.403844833374023,11.780900955200195,5.862027645111084,4.907158374786377,1.0117148160934448,3.248164653778076,5.169419288635254,6853.0,80.952,10.414252583638602
Advanced Economies,131.0,Australia,2010.0,F,97.0,100.0,93.0,0.5346495509147644,7.237514019012451,4.685125350952148,58.91360473632813,35.52059936523437,33.31422805786133,21.755329132080078,11.767972946166992,5.986990928649902,4.679590702056885,1.1013911962509155,3.2439680099487305,6.177690982818604,7239.0,81.944,10.758436529941873
Advanced Economies,131.0,Australia,1820.0,M,44.79034805297852,0.009999999776482582,0.009999999776482582,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1825.0,M,47.96383285522461,0.009999999776482582,0.009999999776482582,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1830.0,M,51.20034408569336,0.009999999776482582,0.009999999776482582,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1835.0,M,54.47891235351562,0.009999999776482582,0.009999999776482582,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1840.0,M,57.77731704711914,0.009999999776482582,0.009999999776482582,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1845.0,M,61.07272720336914,0.01705094426870346,0.009999999776482582,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1850.0,M,64.34244537353516,0.02920321561396122,0.009999999776482582,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1855.0,M,67.56472015380861,0.048088092356920235,0.010992073453962805,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1860.0,M,70.71952819824219,0.07705529034137726,0.02223943918943405,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1865.0,M,86.99564361572266,0.12101691216230392,0.04159398004412651,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1870.0,M,99.98999786376952,0.18713313341140747,0.07348152250051497,40.6938705444336,59.23664474487305,6.41953706741333,0.04433812946081162,0.007928491570055485,0.030470799654722214,0.008210123516619205,1.9779598712921145,1.9741740226745603,0.003012253670021892,0.0007736756233498454,1.2187137603759766,1.3231201171875,534.0,,
Advanced Economies,131.0,Australia,1875.0,M,99.98999786376952,0.2844882011413574,0.11730915307998654,34.52587890625,65.35713958740234,3.681593894958496,0.06689202040433884,0.011823941953480244,0.05152536928653717,0.015751734375953674,2.0844318866729736,2.078266859054565,0.004819507710635662,0.0013455074513331056,1.2317589521408079,1.3573832511901855,608.417236328125,,
Advanced Economies,131.0,Australia,1880.0,M,99.98999786376952,0.4282078146934509,0.18274864554405207,31.41756629943848,68.37620544433594,5.820988655090332,0.11900175362825395,0.018764220178127292,0.08874610811471939,0.028954263776540763,2.249117136001587,2.2383806705474854,0.008382642641663551,0.0023539210669696327,1.2522121667861938,1.4145356416702268,735.0,,
Advanced Economies,131.0,Australia,1885.0,M,99.98999786376952,0.6396176815032959,0.28134700655937195,26.328508377075195,72.6058578491211,8.13275146484375,0.9175683856010436,0.19309543073177335,0.14782017469406128,0.05279027298092842,2.5288736820220947,2.486081600189209,0.03877997025847435,0.004012190271168947,1.2877382040023804,1.557372808456421,872.63525390625,49.049999,
Advanced Economies,131.0,Australia,1890.0,M,99.98999786376952,0.9481053948402404,0.4269266426563263,18.89997673034668,79.27002716064453,10.912398338317873,1.590319275856018,0.3623056411743164,0.2385609000921249,0.09189364314079283,2.88869857788086,2.815205812454224,0.06688373535871506,0.006609119474887848,1.3349180221557615,1.6917967796325684,1044.0,,
Advanced Economies,131.0,Australia,1895.0,M,99.98999786376952,1.396961688995361,0.6533670425415039,9.704219818115234,88.18075561523438,13.74504280090332,1.7478172779083252,0.4180228114128113,0.3651787340641022,0.15032058954238892,3.2739176750183105,3.184553861618042,0.07905391603708267,0.010309899225831032,1.3873448371887207,1.8001877069473269,1106.32421875,52.950001,
Advanced Economies,131.0,Australia,1900.0,M,99.98999786376952,2.043006896972656,0.9878336787223816,16.81451416015625,80.20768737792969,14.540199279785154,2.4208791255950928,0.5996220111846924,0.5572162866592407,0.2458726912736893,3.1496639251708984,3.0211222171783447,0.11247962713241576,0.01606184802949429,1.370213270187378,1.8746302127838133,1217.0,,
Advanced Economies,131.0,Australia,1905.0,M,99.98999786376952,2.961116313934326,1.4408347606658936,16.09334945678711,79.78038787841797,17.177709579467773,3.3031022548675537,0.8999422192573547,0.8231564164161682,0.373224675655365,3.338495969772339,3.156318664550781,0.15824972093105316,0.0239275936037302,1.39633309841156,2.014761686325073,1286.4600830078125,57.0,
Advanced Economies,131.0,Australia,1910.0,M,99.98999786376952,4.257066726684569,1.520006775856018,13.065189361572266,77.66390228271484,19.2596435546875,7.182770729064941,2.1151685714721684,2.118327140808105,0.8202916979789734,3.88824725151062,3.465772151947021,0.3637028336524963,0.0587722510099411,1.4752459526062012,2.4509665966033936,1487.0,,
Advanced Economies,131.0,Australia,1915.0,M,99.98999786376952,6.0768866539001465,1.8902413845062256,10.948589324951172,68.24049377441406,18.888952255249023,17.600887298583984,5.613907814025879,3.2380497455596924,1.5246272087097168,4.7616801261901855,3.864219665527344,0.8022072315216064,0.09525343775749208,1.6098934412002563,3.017122507095337,1638.38232421875,,
Advanced Economies,131.0,Australia,1920.0,M,99.98999786376952,8.581283569335938,3.54553771018982,9.024216651916504,70.74180603027344,21.3728141784668,15.784849166870115,5.323170185089111,4.475422382354736,2.307769775390625,4.918498516082764,3.979055166244507,0.8037799596786499,0.13566361367702484,1.635338544845581,3.133664608001709,1758.0,,
Advanced Economies,131.0,Australia,1925.0,M,99.98999786376952,11.941267013549805,2.7168877124786377,7.85256814956665,63.92277908325195,20.89748764038086,22.705278396606445,8.014386177062987,5.521754264831543,2.981044054031372,5.525819778442383,4.238229751586913,1.117533802986145,0.17005613446235654,1.737734079360962,3.4880189895629883,1967.655517578125,63.16,
Advanced Economies,131.0,Australia,1930.0,M,99.98999786376952,16.351516723632812,2.8518526554107666,6.139041423797607,58.974464416503906,21.62566947937012,28.16827392578125,10.617972373962402,6.720611095428468,3.8062741756439213,6.115313053131104,4.5113372802734375,1.3934382200241089,0.21053770184516907,1.8432518243789675,3.809727907180786,2226.0,64.889999,
Advanced Economies,131.0,Australia,1935.0,M,99.98999786376952,17.028133392333984,2.823622703552246,4.367253303527832,54.31348037719727,22.31016731262207,33.44080352783203,13.429036140441895,7.880868911743164,4.659939765930176,6.694674015045166,4.77800989151001,1.6658482551574707,0.2508159279823303,1.9531967639923096,4.108799934387207,2226.0,65.089996,
Advanced Economies,131.0,Australia,1940.0,M,99.98999786376952,22.203683853149414,4.035490989685059,3.0711207389831543,50.3458251953125,22.91659736633301,37.25139617919922,15.830743789672852,9.333951950073242,5.6773924827575675,7.194075107574463,4.9929938316345215,1.9008544683456419,0.3002269268035889,2.053216457366944,4.366150856018066,2363.06884765625,66.230003,
Advanced Economies,131.0,Australia,1945.0,M,99.98999786376952,27.63556289672852,4.8754096031188965,1.7154707908630369,46.16371536254883,22.793987274169922,41.415489196777344,18.677541732788086,10.705330848693848,6.625644207000732,7.693881511688232,5.1959800720214835,2.1512820720672607,0.3466194570064545,2.158445119857788,4.61044979095459,2526.0,68.449997,
Advanced Economies,131.0,Australia,1950.0,M,98.1827621459961,45.88568115234375,10.713059425354004,1.188538908958435,40.73418426513672,25.654216766357425,44.91069793701172,25.604671478271484,13.166582107543945,9.004215240478516,8.437447547912598,5.476288318634033,2.5177433490753174,0.4434158205986023,2.3250575065612797,4.960774421691895,2727.0,68.845,
Advanced Economies,131.0,Australia,1955.0,M,99.98999786376952,52.47089767456055,8.299138069152832,1.0036764144897459,36.09816360473633,21.6064567565918,48.61849212646485,29.201644897460934,14.279667854309082,9.546199798583984,8.738117218017576,5.505028247833252,2.756571054458618,0.4765173494815826,2.396026372909546,5.079626560211182,2946.0,69.998,
Advanced Economies,131.0,Australia,1960.0,M,80.74749755859375,38.7593002319336,18.796470642089844,0.8339396715164185,32.007408142089844,18.12487030029297,51.8430290222168,32.897178649902344,15.315624237060547,10.078704833984377,9.020389556884766,5.533487319946289,2.9790155887603764,0.5078864097595215,2.464623212814331,5.168966293334961,3235.0,70.738,
Advanced Economies,131.0,Australia,1965.0,M,73.06275939941406,57.37373733520508,21.965959548950195,0.6846871376037598,26.95998764038086,15.134481430053713,55.16289520263672,37.124473571777344,17.126619338989258,10.663058280944824,9.409706115722656,5.600205421447754,3.25370717048645,0.5557935833930969,2.562467336654663,5.263029098510742,3644.0,70.824,
Advanced Economies,131.0,Australia,1970.0,M,91.0,75.31892395019531,21.765697479248047,0.6369193196296692,19.415769577026367,10.670188903808594,50.02051162719727,36.20964813232422,29.98415756225586,20.7585506439209,10.576388359069824,5.702858924865723,3.858675241470337,1.0148541927337646,2.879563808441162,5.571732997894287,4090.0,71.16,
Advanced Economies,131.0,Australia,1975.0,M,95.04972839355469,78.04398345947266,28.05134582519531,0.6678236722946167,10.621265411376953,5.730405807495117,61.58313751220703,46.43366622924805,27.12777709960937,17.176485061645508,11.10035800933838,5.813204765319824,4.401068687438965,0.8860852122306824,3.0344669818878174,5.5736427307128915,4417.0,72.626,
Advanced Economies,131.0,Australia,1980.0,M,99.98999786376952,74.08106994628906,26.84911346435547,0.6297695636749268,5.2862396240234375,2.7906501293182373,67.15656280517578,52.51345443725586,26.89914894104004,16.291419982910153,11.547924995422365,5.8850135803222665,4.800657749176025,0.8622541427612305,3.1733648777008057,5.556988716125488,4830.0,74.39,
Advanced Economies,131.0,Australia,1985.0,M,97.0,85.04185485839844,28.375904083251953,0.913970112800598,7.091342449188232,4.208846092224121,65.24198150634766,53.50765991210938,26.75270652770996,16.392045974731445,11.558349609375,5.8567466735839835,4.8392109870910645,0.8623924255371094,3.1766746044158936,5.5065579414367685,5260.0,75.639,
Advanced Economies,131.0,Australia,1990.0,M,98.0,77.04273986816406,32.88132858276367,0.7909330725669861,8.646112442016603,5.763333797454834,63.71771240234375,54.576744079589844,26.81638145446777,16.32835578918457,11.524333000183105,5.8643293380737305,4.797109603881836,0.8628946542739868,3.1658871173858643,5.396215915679932,5732.0,76.933,12.80008223335749
Advanced Economies,131.0,Australia,1995.0,M,99.84906005859376,88.04214477539062,69.948974609375,1.028050661087036,9.650108337402344,6.765249252319336,60.45138549804688,53.8706283569336,28.87045478820801,16.749137878417972,11.532867431640625,5.851770877838135,4.768704414367676,0.9123916625976562,3.1685900688171387,5.297313213348389,5964.0,78.267,12.806768104977365
Advanced Economies,131.0,Australia,2000.0,M,95.0,99.98999786376952,58.1368179321289,0.7093194723129272,10.231884956359863,7.4461188316345215,67.74493408203125,62.99958419799805,21.313861846923828,13.92215347290039,11.347895622253418,5.873867511749268,4.769307613372803,0.7047203779220581,3.1105189323425293,5.09498929977417,6323.0,79.592,12.443258564720676
Advanced Economies,131.0,Australia,2005.0,M,95.0,99.98999786376952,63.24655151367188,0.5614699125289917,9.404022216796877,7.081691265106201,64.56276702880861,61.03952407836914,25.471742630004886,16.638341903686527,11.630592346191404,5.896642208099365,4.891748905181885,0.842201828956604,3.19970703125,5.089141368865967,6788.0,80.952,10.414252583638602
Advanced Economies,131.0,Australia,2010.0,M,95.05155181884766,99.98999786376952,67.64225006103516,0.4702360033988953,7.895110130310059,6.055344581604004,64.43016052246094,43.21379470825195,27.20449066162109,18.45085906982422,11.612728118896484,6.017838478088379,4.681782245635986,0.91310715675354,3.193995952606201,6.023953914642334,7181.0,81.944,10.758436529941873
Advanced Economies,131.0,Australia,1820.0,MF,35.15979385375977,0.0,0.0,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1825.0,MF,37.71789169311523,0.0,0.0,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1830.0,MF,40.348052978515625,0.0016433466225862505,0.0,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1835.0,MF,43.036888122558594,0.004325618501752615,0.0,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1840.0,MF,45.769691467285156,0.008782139047980309,0.0,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1845.0,MF,48.53073501586914,0.01596367359161377,0.0,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1850.0,MF,51.30361938476562,0.027283083647489548,0.002544526476413012,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1855.0,MF,54.0716667175293,0.04482709243893624,0.0066938046365976325,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1860.0,MF,56.81830978393555,0.0716608390212059,0.013443417847156523,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1865.0,MF,66.64377593994139,0.11226391047239304,0.0241071917116642,,,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1870.0,MF,76.46924591064453,0.17315147817134854,0.04059982299804688,50.91362380981445,49.01587295532226,8.172182083129883,0.0558648556470871,0.012318984605371952,0.02599936351180077,0.009240283630788326,1.7244805097579956,1.7205535173416138,0.0032222936861217018,0.0007047756807878612,1.188210129737854,1.2941519021987915,932.0,,
Advanced Economies,131.0,Australia,1875.0,MF,88.234619140625,0.2637529075145721,0.0656953826546669,46.28065872192383,53.60247421264648,8.050152778625487,0.0867658406496048,0.018170680850744247,0.03784661740064621,0.012911181896924973,1.8629293441772459,1.857055425643921,0.004858719184994698,0.0010151941096410155,1.204775094985962,1.3281192779541016,1074.745849609375,,
Advanced Economies,131.0,Australia,1880.0,MF,100.0,0.3976447582244873,0.10339167714118958,41.75613021850586,57.96035766601562,9.646231651306152,0.2301246374845505,0.0444381944835186,0.05850071087479593,0.0194134060293436,2.057790994644165,2.0455150604248047,0.010717538185417652,0.0015582926571369171,1.2284817695617676,1.3886035680770874,1314.0,,
Advanced Economies,131.0,Australia,1885.0,MF,98.3891143798828,0.5942599177360535,0.15942104160785675,36.24272155761719,61.71654891967773,11.279532432556152,1.9525384902954104,0.3934833407402039,0.0911581739783287,0.03081941045820713,2.3859474658966064,2.3125040531158447,0.07100372761487961,0.002439481671899557,1.2694640159606934,1.5842721462249756,1570.952880859375,49.049999,
Advanced Economies,131.0,Australia,1890.0,MF,96.77823638916016,0.8812181353569031,0.2419622391462326,29.761682510375977,66.72601318359375,13.379364967346193,3.3716049194335938,0.7255012392997742,0.1422274261713028,0.04923175275325775,2.7405900955200195,2.6139912605285645,0.1227695420384407,0.0038291816599667072,1.3152923583984375,1.7354103326797483,1895.0,,
Advanced Economies,131.0,Australia,1895.0,MF,98.3891143798828,1.2974262237548828,0.3626241385936737,24.812458038330078,71.39405822753906,15.489185333251953,3.587226867675781,0.8079196810722351,0.20687808096408844,0.07232354581356049,2.973846912384033,2.834143877029419,0.13411910831928253,0.005584053229540586,1.346333146095276,1.8049252033233645,2105.220703125,52.950001,
Advanced Economies,131.0,Australia,1900.0,MF,100.0,1.897049188613892,0.5377911329269409,24.94928741455078,69.91051483154297,16.483369827270508,4.841757774353027,1.175100326538086,0.2985873222351074,0.10568124800920486,3.0920066833496094,2.9002373218536377,0.1836841106414795,0.008085417561233044,1.3623356819152832,1.9148333072662356,2434.0,,
Advanced Economies,131.0,Australia,1905.0,MF,100.0,2.754293203353882,0.7904348969459534,22.252485275268555,70.651123046875,18.296281814575195,6.6482601165771475,1.7444086074829102,0.4481392800807953,0.16009178757667542,3.363113641738892,3.0942060947418213,0.2567429542541504,0.012164647690951824,1.3997747898101809,2.0763874053955083,2513.19189453125,57.0,
Advanced Economies,131.0,Australia,1910.0,MF,100.0,3.9685616493225098,0.8673257231712341,17.66672706604004,71.3740463256836,20.364471435546875,9.366256713867188,2.6141629219055176,1.6088061332702637,0.4941300451755524,3.866429328918457,3.4106593132019043,0.4137112498283386,0.042058754712343216,1.4720307588577268,2.4351155757904053,2835.0,,
Advanced Economies,131.0,Australia,1915.0,MF,100.0,5.668792247772218,1.0866925716400146,14.27033519744873,71.33607482910156,22.0816707611084,11.821511268615724,3.504018545150757,2.586669683456421,0.9554627537727356,4.291924953460693,3.667023181915283,0.5540592074394226,0.07084272801876068,1.5360167026519775,2.7071211338043213,3171.291015625,,
Advanced Economies,131.0,Australia,1920.0,MF,100.0,8.014499664306639,1.9569486379623413,11.302942276000975,70.89448547363281,23.808801651000977,14.20639705657959,4.481085300445557,3.6095485687255864,1.4503736495971682,4.707544803619385,3.91005539894104,0.6962910294532776,0.10119852423667908,1.6012017726898191,2.959737062454224,3456.0,,
Advanced Economies,131.0,Australia,1925.0,MF,100.0,11.189275741577148,1.650042176246643,9.258285522460938,62.85275268554688,22.558019638061523,23.06891822814941,7.582921504974365,4.8212571144104,1.9748693704605105,5.456445217132568,4.235733509063722,1.0847889184951782,0.13592267036437988,1.7257202863693235,3.399693489074707,3869.9306640625,63.16,
Advanced Economies,131.0,Australia,1930.0,MF,100.0,15.380840301513672,1.854827880859375,7.0504889488220215,58.838462829589844,23.12574577331543,28.22800636291504,9.834768295288086,5.88425874710083,2.5337073802948,6.011770248413086,4.505661964416504,1.3377485275268557,0.16835935413837433,1.8242647647857664,3.700423002243042,4380.0,64.889999,
