Region,Country,Year,Sex,Primary enrollment (%),Secondary enrollment (%),Tertiary enrollment (%),No schooling (%),Primary schooling (%),Primary schooling complete (%),Secondary schooling (%),Secondary schooling complete (%),Tertiary schooling (%),Tertiary schooling complete (%),Total schooling (years),Total primary schooling (years),Total secondary schooling (years),Total tertiary schooling (years),Human capital,Human capital adjusted,Population (thousands),Life expectancy (years)
Latin America and the Caribbean,Bolivia,1995,M,83.913009644,30.435604095,21.992729187,6.645510197,33.121704102,13.091090202,46.877563477,30.306858063,13.355224609,6.271227360,8.886862755,6.091469765,2.402864456,0.392528951,2.431932688,5.264991760,2035,59.276
Latin America and the Caribbean,Bolivia,2000,M,99.989997864,76.135116577,40.956947327,4.304590702,31.638399124,13.142143250,48.708000183,37.532871246,15.184406281,7.230964184,9.474246979,6.451684952,2.577490091,0.445072114,2.579059124,5.415634155,2302,62.452
Latin America and the Caribbean,Bolivia,2005,M,99.989997864,76.791213989,45.954822540,4.369092464,31.973257065,7.821045876,43.730792999,30.703136444,19.926856995,8.874896049,9.413421631,6.387714386,2.449671984,0.576035023,2.563419580,5.451670647,2605,65.312
Latin America and the Caribbean,Bolivia,2010,M,92.632522583,72.273269653,52.118560791,3.359993458,33.697872162,6.765131474,40.323566437,21.632898331,22.618570328,10.890439987,9.100559235,6.128852844,2.301526070,0.670180142,2.484461546,5.471772194,2959,68.007
Latin America and the Caribbean,Bolivia,1900,MF,12.413265228,0.590681672,0.201150417,94.848220825,4.727534294,1.217544556,0.378216386,0.073568083,0.154741272,0.059003163,0.237442717,0.210329831,0.022838010,0.004274881,1.024028420,1.229554653,959.061157227,26
Latin America and the Caribbean,Bolivia,1910,MF,21.597143173,0.826846004,0.242009670,91.914474487,7.420102596,2.008489370,0.510411978,0.114131004,0.224296719,0.094628051,0.365512908,0.326940298,0.032194093,0.006378506,1.037227511,1.291135311,1033.504638672,28
Latin America and the Caribbean,Bolivia,1920,MF,22.348930359,0.732500136,0.220392272,86.383750916,11.341029167,3.226398468,1.890955687,0.500727296,0.422382742,0.148442671,0.684333086,0.575823128,0.097093455,0.011416498,1.070829153,1.488297224,1195.572509766,31
Latin America and the Caribbean,Bolivia,1925,MF,22.724822998,0.682243168,0.209583580,84.165657043,12.246153831,3.557751894,3.029116392,0.844706535,0.584782541,0.241326168,0.858774900,0.690951109,0.151301652,0.016522188,1.089672804,1.613517165,1263.399414063,33
Latin America and the Caribbean,Bolivia,1930,MF,23.336540222,0.863542557,0.435982436,82.276390076,12.984957695,3.867453814,4.005909920,1.192059875,0.744274735,0.325638056,1.012577295,0.790583432,0.200595587,0.021398261,1.106561780,1.719978809,1334.758300781,33
Latin America and the Caribbean,Bolivia,1940,MF,31.505001068,0.972585678,0.625132561,73.598289490,13.071450233,4.047821045,12.128472328,4.144695759,1.242388129,0.558916986,1.914594293,1.315829754,0.562738299,0.036026165,1.211015701,2.254082203,1490.16796875,36
Latin America and the Caribbean,Bolivia,1950,MF,38.089015961,4.863793850,1.167565823,66.024848938,16.969572067,4.318362236,15.139234543,5.307149410,1.866345644,0.918179393,2.440035582,1.658972740,0.725372255,0.055690508,1.276348829,2.506294489,1495,39.125
Latin America and the Caribbean,Bolivia,1955,MF,53.309593201,6.567323208,2.093755960,60.429683685,20.415878296,5.087743759,16.831645966,5.856448174,2.322793961,1.137018085,2.803581715,1.914375186,0.820010483,0.069196209,1.323603749,2.657265425,1645,40.303
Latin America and the Caribbean,Bolivia,1960,MF,54.964706421,8.129032135,3.599999905,54.979957581,24.010913849,5.994833469,18.286174774,6.383663654,2.722953796,1.386294127,3.146377325,2.160720110,0.903472364,0.082184941,1.369763017,2.794851780,1807,41.82
Latin America and the Caribbean,Bolivia,1965,MF,62.694118500,12.193548203,4.599999905,47.500080109,27.912395477,6.922384739,21.058439255,7.597255707,3.529082775,1.670909166,3.695710421,2.520294666,1.071415782,0.103999816,1.447113752,3.038439035,2017,43.568
Latin America and the Caribbean,Bolivia,1970,MF,65.270591736,16.258064270,9.699999809,41.800796509,30.598394394,7.597699642,23.331293106,8.503476143,4.269513130,2.010693789,4.138749123,2.801931143,1.211213827,0.125604138,1.512667894,3.232489347,2259,45.568
Latin America and the Caribbean,Bolivia,1975,MF,73,21,11.199999809,35.144931793,32.518657684,8.012170792,27.317712784,12.330950737,5.031774998,2.311620235,4.795128822,3.156894207,1.491366506,0.146867841,1.615287423,3.573537111,2546,47.828
Latin America and the Caribbean,Bolivia,1980,MF,77,16,12.600000381,28.206529617,32.799301147,8.558400154,32.257324219,15.526906967,6.736843586,2.986396790,5.761019230,3.874094248,1.692460299,0.194464788,1.779089808,3.988944292,2887,50.349
Latin America and the Caribbean,Bolivia,1985,MF,79,26,16,21.767482758,31.784896851,8.351576805,38.070278168,19.648542404,8.377345085,3.749901772,6.700285912,4.564441681,1.893299341,0.242544979,1.954293251,4.402507782,3252,53.115
Latin America and the Caribbean,Bolivia,1990,MF,81,27,22.200000763,16.298715591,29.526449203,7.860942841,44.391658783,25.717954636,9.783175468,4.510001183,7.627341747,5.191277027,2.150201082,0.285863698,2.144130707,4.796597481,3689,56.099
Latin America and the Caribbean,Bolivia,1995,MF,81,28.350000381,23,12.311453819,34.658084869,12.988581657,41.198047638,26.703887939,11.832414627,5.203191757,8.092877388,5.642869949,2.109295607,0.340712219,2.246307373,4.963117123,4142,59.276
Latin America and the Caribbean,Bolivia,2000,MF,100,74.758979797,35,8.904502869,33.648818970,12.766600609,43.450252533,33.699096680,13.671232224,6.090220451,8.727631569,6.032926559,2.299475431,0.395229101,2.393515348,5.160253048,4668,62.452
Latin America and the Caribbean,Bolivia,2005,MF,100,77.299530029,40,8.579757690,33.447139740,7.722024441,39.400756836,27.699893951,18.572345734,7.791291714,8.773056030,6.020047665,2.225735426,0.527272820,2.404412508,5.235134125,5267,65.312
Latin America and the Caribbean,Bolivia,2010,MF,92.343627930,73.380691528,45.778377533,7.282438755,34.606464386,6.871642113,36.396034241,19.150463104,21.715061188,9.782744408,8.568874359,5.811228275,2.127691031,0.629956067,2.355816603,5.275671005,5961,68.007
Latin America and the Caribbean,Brazil,1900,F,15.446084976,0.140152022,0.021433430,90.664955139,8.724843025,2.435757637,0.599580884,0.178161442,0.020000000,0.010313237,0.407541394,0.371992856,0.034942273,0.000606266,1.041595936,1.233909130,4540,29
Latin America and the Caribbean,Brazil,1910,F,20.425960541,0.219008997,0.033490635,82.919273376,14.765647888,4.143525600,2.297216415,0.658897877,0.035551153,0.019273432,0.838865101,0.707241297,0.130527362,0.001096488,1.087505460,1.460819483,8252,31
Latin America and the Caribbean,Brazil,1920,F,25.405836105,0.342036277,0.052327011,77.596206665,19.855876923,5.750433445,2.492970467,0.783158600,0.052901667,0.031886816,1.066652179,0.920941591,0.144014820,0.001695745,1.112561703,1.529559135,8294.5,32
Latin America and the Caribbean,Brazil,1930,F,30.385711670,0.777899265,0.081749097,72.931541443,23.961585999,7.127388477,3.027036667,1.039345980,0.069581866,0.042683490,1.297721148,1.118466258,0.177009478,0.002245311,1.138568878,1.624939322,9193.825195313,34
Latin America and the Caribbean,Brazil,1940,F,34.318672180,1.690740466,0.127693504,68.421142578,27.695579529,8.638628960,3.777448893,1.383466840,0.101368882,0.063364096,1.549687624,1.322755337,0.223637611,0.003294599,1.167621493,1.738525629,11402,37
Latin America and the Caribbean,Brazil,1945,F,35.761695862,2.678683996,0.159578100,66.687225342,28.871608734,9.298745155,4.305291176,1.599244356,0.128926411,0.077277258,1.671561956,1.411163688,0.256274283,0.004124054,1.181938887,1.802313924,12885.323242188,42.299999
Latin America and the Caribbean,Brazil,1950,F,37.204719543,3.199795961,0.199408412,65.348579407,29.903377533,14.253079414,4.605434895,3.181493282,0.133887351,0.089295663,1.910393834,1.609053016,0.296877176,0.004463680,1.210507154,2.049587250,15162,50.06
Latin America and the Caribbean,Brazil,1955,F,43.883567810,4.209543228,0.283519864,59.876144409,33.946067810,15.952676773,5.913794041,3.591252565,0.263993919,0.165602908,2.106694937,1.726668477,0.371434450,0.008591938,1.234504223,2.136235952,17358,51.841
Latin America and the Caribbean,Brazil,1960,F,81.809997559,3.448275805,0.889999986,53.899185181,37.975635529,17.351684570,7.602022648,4.224587917,0.523155808,0.295946896,2.342474461,1.848776579,0.477315545,0.016382070,1.263957262,2.263979435,19543,54.143
Latin America and the Caribbean,Brazil,1965,F,58.319999695,6.551723957,1.370000005,46.442604065,42.737163544,18.994937897,10.063593864,4.712783813,0.756639600,0.461707681,2.660805464,2.028240442,0.608198106,0.024366917,1.304840207,2.383697748,22354,56.61
Latin America and the Caribbean,Brazil,1970,F,67.230003357,9.310344696,3.900000095,38.725238800,46.478973389,20.890369415,13.635961533,5.209227562,1.054534674,0.682709754,3.109512329,2.241672039,0.833095431,0.034744922,1.364722610,2.544052362,25989,58.911
Latin America and the Caribbean,Brazil,1975,F,73.949996948,15,9.220000267,28.268278122,60.365158081,5.132176399,8.244812965,3.327322006,3.102180958,2.041607380,2.783126354,1.992331982,0.687918663,0.102875754,1.320899129,2.510794878,30261,60.884
Latin America and the Caribbean,Brazil,1980,F,77.599998474,16,11.699999809,26.108768463,59.506729126,6.477110386,10.310881615,4.363937855,4.084691048,2.658465147,3.026510239,2.032270432,0.859376788,0.134863153,1.353442073,2.706795692,35260,62.63
Latin America and the Caribbean,Brazil,1985,F,80,16.444444656,11.399999619,21.425420761,59.817707062,23.833835602,13.945314407,6.414238453,4.811555862,3.170993567,4.227242470,3.016512871,1.051078677,0.159651026,1.526113391,3.094655752,40372,64.406
Latin America and the Caribbean,Brazil,1990,F,85,15.999999046,11.600000381,17.305257797,59.800674438,32.214969635,17.267089844,8.526371002,5.626978397,3.726779461,5.144336700,3.842045784,1.115216136,0.187075078,1.672690988,3.432924271,45606,66.343
Latin America and the Caribbean,Brazil,1995,F,85,16.799999237,12.199999809,13.820941925,57.928550720,36.041690826,21.835042953,11.588684082,6.415464401,4.295869827,5.996013641,4.542102814,1.239683986,0.214226678,1.821392536,3.781883955,51282,68.318
Latin America and the Caribbean,Brazil,2000,F,100,89.379997253,16.049999237,11.864410400,45.843029022,29.982652664,34.966068268,18.434558868,7.326489449,4.906501293,6.933299065,5.131507397,1.557132006,0.244659737,2.000365496,4.285599232,57401,70.116
Latin America and the Caribbean,Brazil,2005,F,100,91.019996643,25.479999542,8.995192528,37.376625061,26.145971298,45.946826935,26.485044479,7.354543686,5.250216484,7.813238144,5.716641903,1.844501257,0.252095371,2.184361935,4.686482906,62641,71.896
Latin America and the Caribbean,Brazil,2010,F,100,93.058433533,29.961957932,6.371487617,32.489536285,23.837858200,49.872863770,29.721735001,11.266111374,7.930459976,8.397028923,5.755895615,2.257201433,0.383931518,2.315678835,4.997113705,67142,73.619
Latin America and the Caribbean,Brazil,1900,M,12.035228729,0.802182913,0.221720606,83.939956665,14.830657005,3.456096172,0.854480863,0.285998821,0.373741984,0.232170537,0.709020138,0.622295976,0.074605957,0.012118232,1.073476076,1.458655953,4649.5,29
Latin America and the Caribbean,Brazil,1910,M,13.917934418,0.437912375,0.249240890,84.600837708,13.125187874,3.298027515,1.688673854,0.559648693,0.567742705,0.475347519,0.784311891,0.628081441,0.135368660,0.020861793,1.081588984,1.589762092,8312.5,31
Latin America and the Caribbean,Brazil,1920,M,14.592827797,0.709466219,0.318881601,80.155632019,16.113676071,4.297832012,2.792868137,0.941681206,0.884515703,0.744327486,1.085958242,0.832988262,0.220393136,0.032576848,1.114711761,1.774314523,8364,32
Latin America and the Caribbean,Brazil,1930,M,28.587383270,1.322980642,0.534456253,74.454978943,20.913324356,6.016960621,3.428912878,1.212943077,1.140370607,0.932309270,1.399049520,1.082065582,0.275530428,0.041453589,1.150164485,1.912681341,9187.203125,34
Latin America and the Caribbean,Brazil,1940,M,41.608726501,2.520387173,0.325280935,67.349288940,27.095157623,8.459906578,4.291929245,1.529909015,1.203871369,0.981059730,1.769564152,1.396399975,0.329465657,0.043698605,1.193579078,2.028336287,11291,37
Latin America and the Caribbean,Brazil,1945,M,73.064971924,3.818363905,0.466340870,64.879280090,28.816518784,9.261960983,4.962362289,1.747814536,1.289729476,0.997947991,1.936588883,1.517479777,0.373355448,0.045753647,1.213682175,2.098121643,12657.071289063,42.299999
Latin America and the Caribbean,Brazil,1950,M,38.390159607,3.951402426,0.703298688,58.813163757,34.623626709,14.226075172,5.210462570,3.013913155,1.306239843,1.009419799,2.306553602,1.856493115,0.403747290,0.046313174,1.259425163,2.289079905,14776,50.06
Latin America and the Caribbean,Brazil,1955,M,45.209636688,4.872811794,0.844578505,53.732315063,38.140396118,15.462992668,6.642881870,3.341100454,1.484410286,1.189022541,2.495961666,1.958922267,0.483570755,0.053468622,1.283506989,2.359352112,17137,51.841
Latin America and the Caribbean,Brazil,1960,M,71.537376404,11.754729271,2.306683540,48.283069611,41.641437531,16.971488953,8.177070618,3.756626844,1.898427010,1.474242330,2.713792562,2.059287071,0.587051928,0.067453399,1.311772466,2.470535994,19351,54.143
Latin America and the Caribbean,Brazil,1965,M,99.989997864,15.569009781,3.026010990,42.220638275,45.234287262,18.386421204,10.324497223,3.970632076,2.220581055,1.706602335,2.973132133,2.191816568,0.702772021,0.078543618,1.346236944,2.557201147,22194,56.61
Latin America and the Caribbean,Brazil,1970,M,56.836914063,26.624130249,6.693253994,33.778697968,49.563011169,21.115882874,14.088438034,4.405333996,2.457391739,1.871901393,3.446499586,2.430679560,0.929234147,0.086585768,1.411495805,2.708698511,25826,58.911
Latin America and the Caribbean,Brazil,1975,M,68.083595276,15,12.176935196,24.945007324,63.287971497,5.300553322,7.358133316,2.461891651,4.394965649,3.089365005,2.957581758,2.092406750,0.715488374,0.149686590,1.344145060,2.615002394,30072,60.884
Latin America and the Caribbean,Brazil,1980,M,84.373527527,12.013401031,12.099601746,24.371166229,61.549816132,6.703720093,9.206307411,3.262479782,4.895162582,3.124766588,3.082613945,2.083891630,0.838323474,0.160398558,1.361056685,2.719759941,35040,62.63
Latin America and the Caribbean,Brazil,1985,M,83.983551025,13.562062263,9.598958969,25.144939423,57.883003235,22.443105698,12.050874710,4.734658241,4.921178341,3.174495935,4.004874706,2.887912989,0.955048025,0.161913484,1.492552042,2.961490870,39779,64.406
Latin America and the Caribbean,Brazil,1990,M,90.938148499,16.000001907,10.797785759,23.130573273,56.250713348,29.465320587,15.460824966,6.543388367,5.157886505,3.262838602,4.730213642,3.562496901,0.999302745,0.168414399,1.604835629,3.219140053,44526,66.343
Latin America and the Caribbean,Brazil,1995,M,99.989997864,66.881729126,10.389323235,20.523971558,49.269771576,29.433589935,24.674205780,10.324021339,5.532046795,3.461929798,5.582909584,4.209418297,1.193611741,0.179879591,1.747683048,3.622681141,49719,68.318
Latin America and the Caribbean,Brazil,2000,M,99.989997864,81.266494751,15.950313568,15.193567276,44.444133759,28.569892883,34.394863129,16.093997955,5.967434406,3.689698935,6.577199936,4.954719067,1.429337978,0.193142757,1.930386066,4.084305286,55496,70.116
Latin America and the Caribbean,Brazil,2005,M,99.989997864,75.059989929,24.521242142,10.114325523,40.582698822,28.297353745,43.338039398,23.575693130,5.790427685,3.776921034,7.512537956,5.649258137,1.671933055,0.191346928,2.119655848,4.505877972,60418,71.896
Latin America and the Caribbean,Brazil,2010,M,99.989997864,79.494567871,29.072408676,7.548887730,36.824840546,26.574773788,47.370082855,27.032661438,8.256186485,5.288324356,7.928628445,5.650079727,2.007658482,0.270890206,2.209713459,4.765665531,64703,73.619
Latin America and the Caribbean,Brazil,1900,MF,13.690378189,0.467568099,0.120171070,87.262390137,11.814126968,3.024666786,0.728549540,0.230352819,0.198978543,0.109157823,0.561941266,0.500815511,0.054963030,0.006162732,1.057803035,1.359695792,9189.5,29
Latin America and the Caribbean,Brazil,1910,MF,17.115949631,0.325732887,0.139390483,83.763122559,13.942421913,3.676270962,1.991833806,0.609125972,0.302618802,0.219214156,0.809622169,0.666227937,0.132957533,0.010436663,1.084329963,1.529347897,16564.5,31
Latin America and the Caribbean,Brazil,1920,MF,19.906291962,0.521172643,0.183122456,78.881256104,17.976970673,4.976811409,2.643544912,0.861094177,0.470443457,0.351022065,1.074212193,0.875452757,0.182330176,0.016429285,1.113403201,1.663722277,16658.5,32
Latin America and the Caribbean,Brazil,1930,MF,29.473760605,1.043670535,0.302815288,73.692993164,22.438005447,6.558387756,3.227902412,1.125187397,0.604783356,0.448389143,1.347150087,1.099852920,0.226233691,0.021063503,1.144210696,1.781588078,18381.02734375,34
Latin America and the Caribbean,Brazil,1940,MF,38.004795074,2.095358133,0.223713621,67.887840271,27.396837234,8.536548615,4.033431053,1.458258867,0.649923742,0.489024252,1.658113122,1.359002829,0.276331365,0.022778980,1.180350304,1.892746925,22693,37
Latin America and the Caribbean,Brazil,1945,MF,54.581012726,3.245120764,0.310918748,65.791328430,28.844310760,9.251736641,4.630890846,1.676821113,0.704141319,0.505244911,1.801541805,1.462983251,0.314370841,0.024187669,1.197402000,1.958180904,25542.39453125,42.299999
