Region,Country,Year,Sex,Primary enrollment (%),Secondary enrollment (%),Tertiary enrollment (%),No schooling (%),Primary schooling (%),Primary schooling complete (%),Secondary schooling (%),Secondary schooling complete (%),Tertiary schooling (%),Tertiary schooling complete (%),Total schooling (years),Total primary schooling (years),Total secondary schooling (years),Total tertiary schooling (years),Human capital,Human capital adjusted,Population (thousands),Life expectancy (years),SuicideRate (%)
Asia and the Pacific,Myanmar,2000,M,98.482025146,34.107257843,12.017308235,11.900270462,74.205398560,13.876727104,5.632264137,3.220573425,8.262064934,4.409414768,3.657454729,2.618599176,0.785425901,0.253429592,1.441588283,2.936375141,14863,60.063,7.030205997
Asia and the Pacific,Myanmar,2005,M,99.989997864,43.041515350,7.969791412,10.103839874,72.633705139,16.251235962,5.529898643,3.207007647,11.732553482,5.776366234,4.195896626,2.856428862,0.989289343,0.350178421,1.521337152,3.241024971,16399,61.607,6.532083721
Asia and the Pacific,Myanmar,2010,M,99.989997864,49.393760681,11.972590446,6.850034237,71.837066650,14.147424698,5.251283646,3.013396740,16.061609268,7.811207294,4.747853279,3.036381006,1.234015942,0.477456301,1.607668996,3.552674532,17901,63.525,5.740158984
Asia and the Pacific,Myanmar,1990,MF,84,16.428571701,4.300000191,31.487710953,54.926486969,19.034255981,9.780114174,5.197462559,3.805690527,2.282535076,2.985598087,2.140338182,0.723495245,0.121764481,1.347916126,2.595017433,23724,56.849,7.779466750
Asia and the Pacific,Myanmar,1995,MF,79,23.680000305,5.400000095,25.840488434,59.262847900,22.225944519,10.681994438,6.381707668,4.214667797,2.498840094,3.398734808,2.456670761,0.807793975,0.134270102,1.404769897,2.766196012,26727,58.46,7.480872577
Asia and the Pacific,Myanmar,2000,MF,97.489021301,35.060581207,10,21.122346878,61.481243134,24.886247635,11.492470741,7.278984070,5.903934956,3.116265774,3.894943714,2.755024910,0.959514678,0.180403993,1.476234198,3.013060331,29963,60.063,7.030205997
Asia and the Pacific,Myanmar,2005,MF,100,43.022430420,10,17.876550674,60.844955444,26.354774475,13.036988258,8.639763832,8.241502762,4.100723267,4.451339245,3.015729904,1.188764930,0.246844485,1.560699224,3.307978630,33131,61.607,6.532083721
Asia and the Pacific,Myanmar,2010,MF,100,49.394569397,14,13.463531494,60.869922638,28.648288727,14.640724182,10.102690697,11.025818825,5.464856625,5.112201691,3.333156109,1.449231863,0.329813510,1.667324424,3.625340700,36230,63.525,5.740158984
Asia and the Pacific,Nepal,1990,F,52.857143402,15,2.400000095,81.235466003,6.366807938,2.871679068,10.907094002,3.915843487,1.490631461,0.841258943,1.346770883,0.720256686,0.579876304,0.046637837,1.144167304,2.092317104,5250,54.404,11.839056448
Asia and the Pacific,Nepal,1995,F,70.309997559,22.75,2.599999905,76.227210999,10.443528175,4.758504391,11.853902817,5.199909687,1.475359321,0.819698572,1.578032732,0.943556309,0.588575244,0.045901164,1.170935869,2.203539610,6085,58.6,10.494483894
Asia and the Pacific,Nepal,2000,F,82.900054932,27.065429688,2,66.539512634,17.565563202,8.987861633,14.776350975,7.400748730,1.118571520,0.684580684,2.074788570,1.369337916,0.669387698,0.036063030,1.230571747,2.381869793,6961,62.288,9.362344265
Asia and the Pacific,Nepal,2005,F,87.397766113,41.634414673,6,55.948787689,22.954210281,13.118806839,19.690513611,10.504180908,1.406489611,0.797755659,2.784811735,1.879172444,0.861554503,0.044084869,1.321121693,2.679510117,7973,65.264,8.435877609
Asia and the Pacific,Nepal,2010,F,100,56.576557159,11,44.575363159,27.628362656,17.458881378,25.984172821,14.646947861,1.812103271,0.969240963,3.736033678,2.450164557,1.230242372,0.055626851,1.452960730,3.072712898,9128,67.611,8.725593663
Asia and the Pacific,Nepal,1990,M,86.674247742,32.134437561,7.917792797,48.418968201,16.275068283,7.449548244,29.338760376,5.478944302,5.967205524,3.566858292,3.789429188,2.101223946,1.497524142,0.190681338,1.460739613,3.051706076,5214,54.404,11.839056448
Asia and the Pacific,Nepal,1995,M,99.989997864,45.520614624,7.485288143,43.406436920,21.671281815,10.357431412,28.442348480,6.580835819,6.479929924,3.599237442,3.970200300,2.342139482,1.426477551,0.201583415,1.487385750,3.132876396,5787,58.6,10.494483894
Asia and the Pacific,Nepal,2000,M,99.989997864,40.608097076,6.146436691,35.815093994,29.376194000,15.258753777,29.785619736,7.744567394,5.023091793,3.148360252,4.187942028,2.684402704,1.340110302,0.163428962,1.520127535,3.118025541,6618,62.288,9.362344265
Asia and the Pacific,Nepal,2005,M,96.877319336,42.540924072,10.205479622,26.907678604,34.263263702,19.193365097,34.245948792,9.471423149,4.583108902,2.929454327,4.697584629,3.133327961,1.414005399,0.150251284,1.599607825,3.254263639,7579,65.264,8.435877609
Asia and the Pacific,Nepal,2010,M,99.989997864,56.675838470,17.435346603,20.832668304,37.788341522,22.520994186,37.106586456,10.687683105,4.272401333,2.695262671,5.141938210,3.455080509,1.547504425,0.139353245,1.672289848,3.409595490,8746,67.611,8.725593663
Asia and the Pacific,Nepal,1990,MF,70.177215576,23.760000229,5.199999809,64.883666992,11.303894043,5.078319550,20.091220856,5.416461945,3.721218348,2.192055225,2.583750010,1.406710267,1.058774471,0.118265517,1.294824243,2.624456406,10464,54.404,11.839056448
Asia and the Pacific,Nepal,1995,MF,86.900001526,34.580001831,5.199999809,60.228740692,15.916490555,7.397638798,19.939931870,6.626691341,3.914834738,2.184138060,2.764814854,1.623215795,1.019619703,0.121979415,1.318482518,2.707751751,11872,58.6,10.494483894
Asia and the Pacific,Nepal,2000,MF,94.694000244,33.741992950,4,51.565349579,23.321712494,11.968626976,22.091421127,8.349192619,3.021518469,1.891957164,3.126500845,2.008527040,1.019704223,0.098269530,1.367043138,2.783167601,13579,62.288,9.362344265
Asia and the Pacific,Nepal,2005,MF,92.279121399,42.084686279,8,41.796104431,28.465482712,16.028707504,26.783855438,10.816606522,2.954560518,1.831094384,3.740205050,2.489238501,1.155253649,0.095713072,1.453566909,2.995088339,15552,65.264,8.435877609
Asia and the Pacific,Nepal,2010,MF,100,56.625156403,14,32.957729340,32.599784851,19.918676376,31.426527023,13.359151840,3.015961885,1.798148990,4.442481995,2.941572666,1.404626846,0.096282221,1.559317470,3.265145063,17874,67.611,8.725593663
Asia and the Pacific,Pakistan,1990,F,23.954545975,10.838855743,1.600000024,79.499763489,8.607995987,7.752452374,10.819567680,6.340646744,1.081956506,0.938793540,1.698452353,1.004087448,0.653949857,0.040415004,1.185121417,2.338644743,28664,60.1,4.100183749
Asia and the Pacific,Pakistan,1995,F,34.772727966,11.380798340,2,75.301391602,9.960514069,8.605116844,11.707300186,6.705769062,3.030799389,2.728663683,2.147840738,1.201045752,0.831605732,0.115189269,1.239594221,2.624544144,32137,61.505,5.252494919
Asia and the Pacific,Pakistan,2000,F,55.478893280,19.900398254,2,71.803985596,9.305002213,8.172537804,13.759045601,8.079342842,5.131965637,4.597413063,2.671259403,1.381489158,1.095182657,0.194587514,1.306204915,2.945772886,37939,62.82,5.568940650
Asia and the Pacific,Pakistan,2005,F,70.078598022,28.420000076,4,58.199111938,15.034295082,13.037055016,23.306133270,14.757130623,3.460461617,3.009581804,3.701215982,2.040113449,1.531701446,0.129400879,1.447910666,3.302010059,44164,63.951,5.489696226
Asia and the Pacific,Pakistan,2010,F,83.474884033,33.060878754,6,57.762351990,13.879733086,11.838772774,23.892696381,15.074166298,4.465220451,3.813322783,3.940195799,2.060858488,1.713766456,0.165570855,1.482929587,3.412765741,51023,65.264,4.799921254
Asia and the Pacific,Pakistan,1990,M,51.176052094,23.310832977,4.129683018,50.991817474,15.971021652,12.105620384,29.192609787,16.351181030,3.840236187,3.410108089,4.297207355,2.353558302,1.798642039,0.145006850,1.536828279,3.519994020,30567,60.1,4.100183749
Asia and the Pacific,Pakistan,1995,M,85.858932495,24.465333939,4.916154385,49.511116028,14.213649750,11.353524208,29.348163605,18.546190262,6.927071571,5.740760326,4.813485146,2.452941179,2.107187510,0.253356636,1.618255138,3.815227985,34387,61.505,5.252494919
Asia and the Pacific,Pakistan,2000,M,79.537109375,26.441635132,3.943812847,46.045509338,14.231389999,11.055552483,30.192028046,19.743141174,9.531075478,7.715294838,5.325917721,2.618328571,2.362661839,0.344927371,1.703341246,4.045225143,40563,62.82,5.568940650
Asia and the Pacific,Pakistan,2005,M,91.996726990,28.420000076,5.950665474,30.146003723,22.129959106,17.834337234,40.795730591,23.748237610,6.928304195,5.601216316,6.294682503,3.385308981,2.658782721,0.250590533,1.876612425,4.297668934,47240,63.951,5.489696226
Asia and the Pacific,Pakistan,2010,M,97.727127075,32.957801819,7.953818321,30.951234818,21.049207687,17.657348633,40.977600098,23.859367371,7.021956921,5.529896736,6.410832882,3.367641687,2.792154074,0.251037121,1.898536444,4.330010891,54517,65.264,4.799921254
Asia and the Pacific,Pakistan,1990,MF,37.950000763,17.248886108,2.900000095,64.787834167,12.407790184,10.166136742,20.301237106,11.668753624,2.505405903,2.174295664,3.049439907,1.704680324,1.251165748,0.093593977,1.356549025,2.996885300,59231,60.1,4.100183749
Asia and the Pacific,Pakistan,1995,MF,61.049999237,18.111330032,3.5,61.970108032,12.159007072,10.002152443,20.826059341,12.672485352,5.044826031,4.333444595,3.519957542,1.847573280,1.484819055,0.187565371,1.421902537,3.282902002,66524,61.505,5.252494919
Asia and the Pacific,Pakistan,2000,MF,67.856132507,23.265665054,3,58.494247437,11.850530624,9.777201653,22.250179291,13.927575111,7.405042171,6.269332886,4.039903641,2.023454428,1.742961407,0.273487449,1.497789502,3.548506260,78502,62.82,5.568940650
Asia and the Pacific,Pakistan,2005,MF,81.427360535,28.420000076,5,43.700523376,18.701520920,15.630246162,32.345218658,19.631832123,5.252734661,4.394373894,5.054455280,2.738191843,2.123321295,0.192942277,1.657723904,3.839374304,91404,63.951,5.489696226
Asia and the Pacific,Pakistan,2010,MF,90.902824402,33.007762909,7,43.912990570,17.583147049,14.867465973,32.717952728,19.738569260,5.785910606,4.737201691,5.221947193,2.736458540,2.275026560,0.210462272,1.685723305,3.900654793,105540,65.264,4.799921254
Asia and the Pacific,Philippines,1990,F,100,55,31.899999619,5.602303028,40.366912842,22.714756012,33.828472137,15.322809219,19.806026459,7.006196499,7.208479881,4.690030098,1.982205272,0.536244452,2.056176186,4.412949562,16954,66.366,13.252174928
Asia and the Pacific,Philippines,1995,F,100,57.75,34.099998474,5.568160057,36.220165253,21.661464691,34.469261169,16.436306000,23.742412567,7.168552399,7.661102772,4.919358730,2.123524427,0.618219376,2.151381731,4.602955341,19484,68.231,8.436037574
Asia and the Pacific,Philippines,2000,F,100,77.184211731,32,5.525043488,30.610546112,19.302375793,36.481723785,18.484756470,27.382684708,7.503870964,8.117531776,5.114551544,2.305249214,0.697731078,2.251852512,4.762714863,22212,68.793,4.890988912
Asia and the Pacific,Philippines,2005,F,100,82.290710449,30,3.875130653,26.208951950,17.396907806,42.814922333,21.711341858,27.100994110,7.233148575,8.494833946,5.370717049,2.437434435,0.686682880,2.338438511,4.878838539,25184,69.112,4.550364830
Asia and the Pacific,Philippines,2010,F,100,83.695632935,31,2.307438135,22.187284470,15.806872368,48.282817841,24.519723892,27.222473145,6.961764812,8.945751190,5.605619431,2.656446934,0.683684707,2.446296215,5.008053303,28309,69.823,5.490186607
Asia and the Pacific,Philippines,1990,M,99.989997864,53.040756226,23.073844910,4.631564140,41.515331268,19.649995804,35.728530884,15.936431885,17.768930435,6.769451141,7.078741074,4.624611855,1.963361621,0.490767598,2.029671907,4.350818634,17168,66.366,13.252174928
Asia and the Pacific,Philippines,1995,M,99.989997864,96.326591492,25.453983307,4.777697563,36.150764465,17.427780151,37.438453674,16.903648376,21.633083344,6.442628860,7.521324158,4.843932629,2.115877628,0.561514080,2.121519089,4.542922497,19728,68.231,8.436037574
Asia and the Pacific,Philippines,2000,M,99.989997864,68.130004883,26.106582642,4.953172207,33.743423462,16.586030960,36.377178192,17.877960205,24.926227570,5.452645779,7.782094955,4.978125572,2.196391821,0.607577443,2.177569866,4.635020256,22455,68.793,4.890988912
Asia and the Pacific,Philippines,2005,M,99.989997864,80.816253662,26.064064026,3.613063335,30.072196960,14.993211746,42.982192993,20.243719101,23.332550049,5.193562031,8.036359787,5.202995300,2.262841702,0.570522189,2.233647585,4.717704296,25461,69.112,4.550364830
Asia and the Pacific,Philippines,2010,M,99.989997864,81.384513855,25.109395981,2.328759432,27.589385986,13.994029045,48.374095917,22.011091232,21.707754135,5.036550999,8.319958687,5.391595364,2.393477440,0.534886301,2.297900438,4.800768852,28611,69.823,5.490186607
Asia and the Pacific,Philippines,1990,MF,100,54,27.399999619,5.113889694,40.944725037,21.268495560,34.784461975,15.613026619,18.781089783,6.873533249,7.145319462,4.660004616,1.972222567,0.513092577,2.043230057,4.382401943,34122,66.366,13.252174928
Asia and the Pacific,Philippines,1995,MF,100,77.419998169,29.700000763,5.170469284,36.185249329,19.565319061,35.963096619,16.676628113,22.681184769,6.803693771,7.591854095,4.882442474,2.119714022,0.589697480,2.136535168,4.573529720,39212,68.231,8.436037574
Asia and the Pacific,Philippines,2000,MF,100,72.562736511,29,5.237552166,32.185504913,18.201370239,36.429168701,18.159526825,26.147773743,6.448157310,7.955933571,5.053918362,2.250096321,0.651918709,2.215755224,4.701759815,44667,68.793,4.890988912
Asia and the Pacific,Philippines,2005,MF,100,81.538658142,28,3.743380308,28.151138306,16.543231964,42.899017334,20.953824997,25.206466675,6.172147274,8.273880959,5.297059059,2.349249601,0.627572358,2.287336588,4.803913593,50645,69.112,4.550364830
Asia and the Pacific,Philippines,2010,MF,100,82.515197754,28,2.318155527,24.902666092,15.441100121,48.328697205,23.233890533,24.450485229,5.960524082,8.646631241,5.514427185,2.523983955,0.608220160,2.374206066,4.916008949,56920,69.823,5.490186607
Asia and the Pacific,South Korea,1990,F,100,84,25.100000381,7.160758972,19.091009140,18.200050354,61.565898895,42.537124634,12.182332993,6.566526413,9.746194839,5.543625832,3.827592134,0.374977112,2.650158644,5.417247772,14648,71.657,10.967573173
Asia and the Pacific,South Korea,1995,F,96,96,37.599998474,4.275765419,16.188455582,15.430374146,61.528274536,45.089553833,17.991329193,10.715727806,10.551651955,5.719740868,4.257768631,0.574141204,2.872449636,5.631969929,15721,73.918,12.851422644
Asia and the Pacific,South Korea,2000,F,100,99,59,3.120327473,12.711367607,11.989322662,57.664520264,44.860343933,26.503784180,16.162218094,11.298892975,5.791118622,4.654454231,0.853320181,3.095313787,5.751806736,16569,76.047,18.450649421
Asia and the Pacific,South Korea,2005,F,100,98,73,1.921334982,9.504570007,8.943339348,57.721694946,46.584720612,30.852399826,22.568397522,11.916635513,5.867883205,4.980336666,1.068415999,3.292553902,5.823086739,16960,78.354,24.733475231
Asia and the Pacific,South Korea,2010,F,100,97,85,0.935441196,7.308411598,6.893814564,49.231510162,40.534656525,42.443054199,31.565252304,12.646275520,5.926540852,5.239568233,1.480166078,3.541773319,5.884372234,17392,80.432,27.807566305
Asia and the Pacific,South Korea,1990,M,99.989997864,84,51.441757202,2.484151602,11.160239220,10.709665298,62.363380432,46.128627777,23.992229462,10.688506126,11.158147812,5.837433815,4.627099514,0.693614483,3.052053928,5.709010601,15000,71.657,10.967573173
Asia and the Pacific,South Korea,1995,M,94.094169617,96,65.631752014,1.231893420,8.761215210,8.400933266,59.855365753,46.879993439,30.111000061,14.295939445,11.758536339,5.912846565,4.957551479,0.888138711,3.240908384,5.732736111,16135,73.918,12.851422644
Asia and the Pacific,South Korea,2000,M,99.989997864,99,97.792739868,1.055671811,6.675975800,6.332630634,53.529491425,42.970008850,38.738861084,19.407566071,12.280433655,5.926359177,5.191145420,1.162928581,3.414541960,5.761789322,17018,76.047,18.450649421
Asia and the Pacific,South Korea,2005,M,99.989997864,98,99.989997864,0.890500844,5.043274879,4.759012222,55.645511627,47.303928375,38.420711517,25.839853287,12.616979599,5.938042164,5.393725872,1.285211444,3.531412601,5.688791752,17455,78.354,24.733475231
Asia and the Pacific,South Korea,2010,M,99.989997864,97,99.989997864,0.469499052,3.725469828,3.504724503,44.092784882,38.092342377,51.579689026,35.586032867,13.260903358,5.957254410,5.560335159,1.743314385,3.766289711,5.689948559,17989,80.432,27.807566305
Asia and the Pacific,South Korea,1990,MF,100,84,38.599998474,4.794692993,15.078544617,14.413523674,61.969375610,44.240070343,18.157388687,9.003699303,10.464839935,5.692367554,4.229249477,0.543221831,2.847621202,5.602694988,29648,71.657,10.967573173
Asia and the Pacific,South Korea,1995,MF,95,96,52,2.734050035,12.426572800,11.875664711,60.680950165,45.895423889,24.129919052,12.893750191,11.167887688,5.817719460,4.609695435,0.740473270,3.055027962,5.721780777,31856,73.918,12.851422644
Asia and the Pacific,South Korea,2000,MF,100,99,79,2.074199438,9.653330803,9.130299568,55.569366455,43.841636658,32.703102112,18.115762711,11.801072121,5.859857559,4.924838066,1.016377449,3.254723072,5.784902573,33587,76.047,18.450649421
Asia and the Pacific,South Korea,2005,MF,100,98,93,1.398504615,7.241837978,6.824913502,56.668674469,46.947956085,34.690986633,24.222948074,12.271818161,5.903582096,5.189958096,1.178278565,3.411601543,5.774484634,34415,78.354,24.733475231
Asia and the Pacific,South Korea,2010,MF,100,97,100,0.698539078,5.486712456,5.169910908,46.618797302,39.313442230,47.088455200,33.573619843,12.958650589,5.942133427,5.403274536,1.613241673,3.654155731,5.803999901,35381,80.432,27.807566305
Asia and the Pacific,Sri Lanka,1990,F,100,66.989997864,3.700000048,10.855942726,29.408607483,18.538492203,53.765563965,38.655223846,5.969882965,3.189596176,8.697861671,5.943022251,2.571650505,0.183189556,2.386400461,5.097944260,5393,69.509,40.832619258
Asia and the Pacific,Sri Lanka,1995,F,100,67.860000610,4.199999809,9.195571899,20.760625839,13.234939575,59.734550476,44.940006256,10.309253693,5.829750061,9.746599197,6.043504715,3.380314350,0.322780102,2.650265694,5.460272312,5898,69.259,41.367178246
Asia and the Pacific,Sri Lanka,2000,F,100,80.862792969,9.466666222,8.036707878,11.561298370,7.405842304,65.063537598,51.043186188,15.330587387,9.073879242,10.785606384,5.985582352,4.311933994,0.488089383,2.940444231,5.703924656,6470,71.333,39.534892905
Asia and the Pacific,Sri Lanka,2005,F,97.272476196,79.954223633,14.733333588,6.038869381,13.160293579,8.596146584,63.706192017,38.420223236,17.094646454,9.881108284,10.869196892,5.923776150,4.405904770,0.539515018,2.965126514,6.074945450,6918,74.695,28.887994687
Asia and the Pacific,Sri Lanka,2010,F,98.381179810,96.482948303,20,3.870521784,13.128138542,8.586347580,65.719238281,19.226242065,17.282096863,10.034861565,10.731489182,5.913488865,4.271661282,0.546338975,2.924574375,6.146620274,7280,75.439,21.031268776
Asia and the Pacific,Sri Lanka,1990,M,99.989997864,61.846549988,5.478278637,6.594266891,30.456499100,19.587970734,57.034606934,39.401142120,5.914630413,3.224122763,9.091258049,6.224123001,2.684359550,0.182775214,2.482151747,5.241267204,5737,69.509,40.832619258
Asia and the Pacific,Sri Lanka,1995,M,99.989997864,62.725475311,5.977354527,6.434019089,21.860712051,14.356443405,62.389991760,45.059474945,9.315279961,5.277390957,9.918362617,6.235114098,3.391395092,0.291853368,2.696180820,5.545341015,6279,69.259,41.367178246
Asia and the Pacific,Sri Lanka,2000,M,99.989997864,75.449211121,8.012351990,6.402853966,12.843753815,8.477178574,67.603912354,50.827869415,13.155533791,7.807172775,10.754679680,6.112635136,4.222790718,0.419254005,2.931364298,5.768185139,6868,71.333,39.534892905
Asia and the Pacific,Sri Lanka,2005,M,97.153030396,78.120521545,10.057365417,4.300361156,14.623332024,9.755682945,66.896759033,38.253017426,14.179544449,8.258005142,10.802542686,6.059744835,4.294047356,0.448750973,2.945428371,6.071590424,7319,74.695,28.887994687
Asia and the Pacific,Sri Lanka,2010,M,98.172492981,96.245895386,12.006761551,2.218356609,14.570472717,9.731081009,69.147567749,18.396713257,14.063611031,8.320429802,10.618377686,6.047067642,4.123629570,0.447680563,2.891680241,6.009013653,7689,75.439,21.031268776
Asia and the Pacific,Sri Lanka,1990,MF,100,64.379997253,4.599999905,8.659245491,29.948747635,19.072563171,55.450607300,39.048732758,5.941402912,3.192515373,8.900300026,6.087693691,2.629927158,0.182678372,2.435202599,5.171560764,11130,69.509,40.832619258
Asia and the Pacific,Sri Lanka,1995,MF,100,65.25,5.099999905,7.771593094,21.327878952,13.810476303,61.103813171,45.011791229,9.796717644,5.521437645,9.834805489,6.142210484,3.386231899,0.306363136,2.673746109,5.504347801,12177,69.259,41.367178246
Asia and the Pacific,Sri Lanka,2000,MF,100,78.114006042,8.733333588,7.195404530,12.221659660,7.953043938,66.371627808,50.947395325,14.210608482,8.386145592,10.769134521,6.050865650,4.266334057,0.451934934,2.935604572,5.738234520,13338,71.333,39.534892905
Asia and the Pacific,Sri Lanka,2005,MF,97.211570740,79.022308350,12.366666794,5.145132065,13.912416458,9.191985130,65.346405029,38.355869293,15.596041679,9.012275696,10.834645271,5.993645668,4.348833084,0.492166579,2.954899073,6.075068474,14237,74.695,28.887994687
Asia and the Pacific,Sri Lanka,2010,MF,98.275337219,96.363204956,16,3.021868229,13.869010925,9.178010941,67.480239868,18.823913574,15.628884315,9.123690605,10.673473358,5.982179642,4.196241856,0.495051622,2.907656193,6.079838753,14969,75.439,21.031268776
Asia and the Pacific,Taiwan,1990,F,98,87,45,9.713841438,27.533290863,21.021661758,48.829456329,34.521606445,13.923409462,3.806665421,8.502624512,4.812086105,3.335936546,0.354601532,2.340260983,4.900401592,6594,73.92,10.046659444
Asia and the Pacific,Taiwan,1995,F,98,91.349998474,34,5.951140404,23.424531937,17.712409973,52.456218719,35.902507782,18.168109894,5.573576927,9.347537994,5.131855965,3.740848303,0.474833876,2.546586514,5.218998432,7186,74.772,10.462505317
Asia and the Pacific,Taiwan,2000,F,99.009086609,93,59,3.166081905,19.246957779,14.605360031,53.271503448,33.728126526,24.315456390,7.266988277,10.099416733,5.398852348,4.068916321,0.631648779,2.745440960,5.523736000,7720,76.041,13.891979700
Asia and the Pacific,Taiwan,2005,F,99.683319092,93,85,1.400502086,14.397588730,12.832991600,49.863052368,35.050010681,34.338859558,10.070875168,11.161059380,5.665141582,4.607723713,0.888194680,3.052942753,5.736171722,8059,77.613,18.233026195
Asia and the Pacific,Taiwan,2010,F,100,95.509483337,89.013504028,0.590935647,11.625313759,10.527057648,47.729137421,34.491371155,40.054611206,11.030012131,11.669794083,5.778210163,4.869892120,1.021692276,3.212275028,5.797259808,8862,78.753,15.101929242
Asia and the Pacific,Taiwan,1990,M,98,83,23,4.385228634,27.713323593,22.253980637,49.435260773,25.367429733,18.466188431,5.987972736,8.869494438,5.028358936,3.352051973,0.489082962,2.427712440,5.133895874,7014,73.92,10.046659444
Asia and the Pacific,Taiwan,1995,M,98,87.150001526,44.199996948,2.104329348,21.073310852,16.190896988,53.774093628,28.835607529,23.048263550,5.821948528,9.750984192,5.312392712,3.861186743,0.577404380,2.651428223,5.463521481,7463,74.772,10.462505317
Asia and the Pacific,Taiwan,2000,M,98.990913391,91,53,0.631404877,14.082790375,11.070908546,58.024166107,35.461723328,27.261642456,5.411219597,10.654545784,5.560813427,4.440275192,0.653457284,2.902158022,5.681430817,7932,76.041,13.891979700
Asia and the Pacific,Taiwan,2005,M,96.316680908,93,79,0.208922893,9.260210991,8.527480125,54.102226257,37.235881805,36.428638458,6.234715462,11.530165672,5.751037121,4.925861359,0.853266954,3.167734146,5.763483047,8236,77.613,18.233026195
Asia and the Pacific,Taiwan,2010,M,98.032653809,95.708854675,84.600692749,0.182601660,3.569415331,3.277879715,51.696750641,36.726242065,44.551235199,6.176465988,12.291997910,5.951679230,5.325763702,1.014554024,3.418493032,5.810205460,7770,78.753,15.101929242
Asia and the Pacific,Taiwan,1990,MF,98,85,34,6.967303276,27.626085281,21.673446655,49.141708374,29.543891907,16.264902115,4.872216225,8.683080673,4.923875332,3.336462259,0.422742665,2.382875681,5.024124146,13608,73.92,10.046659444
Asia and the Pacific,Taiwan,1995,MF,98,89.25,39.099998474,3.991364956,22.226692200,16.996805191,53.127616882,32.143215179,20.654325485,5.609094143,9.548020363,5.225367546,3.797384501,0.525268435,2.598156214,5.345282555,14649,74.772,10.462505317
Asia and the Pacific,Taiwan,2000,MF,99,92,56,1.881577730,16.629899979,12.834367752,55.680019379,34.579120636,25.808500290,6.295784473,10.379663467,5.481293201,4.256284237,0.642085910,2.823469162,5.604831219,15652,76.041,13.891979700
Asia and the Pacific,Taiwan,2005,MF,98,93,82,0.798240840,11.800997734,10.682011604,52.005661011,36.149967194,35.395099640,8.120701790,11.347806931,5.709115982,4.768374443,0.870316148,3.110491276,5.751613617,16295,77.613,18.233026195
Asia and the Pacific,Taiwan,2010,MF,99.016326904,95.609169006,86.807098389,0.400173545,7.861825943,7.163761139,49.582695007,35.587493896,42.155307770,8.685136795,11.961058617,5.859826088,5.084424019,1.016808987,3.307213068,5.806801796,16632,78.753,15.101929242
Asia and the Pacific,Thailand,1990,F,78.736839294,25.600000381,12.868420601,11.229339600,69.995117188,15.861461639,13.097314835,7.132346153,5.678223610,4.675848961,5.023156166,3.951880217,0.864194572,0.207081348,1.652543545,3.365164995,17649,70.248,13.092550524
Asia and the Pacific,Thailand,1995,F,93.120002747,35.150001526,20.100000381,11.439396858,64.866920471,20.623161316,18.522048950,9.471487999,5.171631813,4.493416786,5.476718426,4.199902534,1.083515286,0.193300933,1.729222417,3.571447372,19697,70.191,17.379610652
Asia and the Pacific,Thailand,2000,F,92.535011292,56.471057892,38,12.488020897,59.007961273,20.903753281,21.718036652,10.785727501,6.737789631,5.655782223,5.891834736,4.318454266,1.325509667,0.247871265,1.802515984,3.842265844,21334,70.623,16.782791178
Asia and the Pacific,Thailand,2005,F,90.722084045,64.668464661,47,6.405075550,51.145950317,18.795288086,29.880138397,12.836464882,12.568835258,10.415566444,7.299824715,4.862684727,1.977451444,0.459688008,2.075044155,4.602089405,22603,72.099,11.656390609
Asia and the Pacific,Thailand,2010,F,89.786804199,75.598350525,56,2.762333632,45.298843384,17.559356689,35.799057007,20.098712921,16.139766693,13.422022820,8.454112053,5.295855999,2.567019939,0.591235936,2.328935385,5.148558617,23745,74.184,10.562110245
Asia and the Pacific,Thailand,1990,M,99.989997864,16.946056366,18.486639023,8.676810265,68.886703491,17.943754196,15.760836601,6.250907898,6.675646305,5.303953648,5.386558056,4.171741962,0.975224555,0.239591882,1.713701725,3.504530430,17453,70.248,13.092550524
Asia and the Pacific,Thailand,1995,M,75.972282410,68.929656982,20.100000381,8.230313301,59.115524292,18.926818848,27.302276611,10.597108841,5.351890087,4.559274673,6.092417240,4.509634972,1.384558916,0.198223293,1.839036345,3.806083679,19323,70.191,17.379610652
Asia and the Pacific,Thailand,2000,M,96.433624268,57.181392670,31.971855164,10.396714211,56.450466156,22.622316360,26.912696838,12.791885376,6.185782909,5.039312840,6.291603088,4.572334290,1.494767189,0.224501923,1.876034617,3.991316795,20703,70.623,16.782791178
Asia and the Pacific,Thailand,2005,M,87.316246033,63.444240570,41.048603058,3.460710764,50.482212067,21.252075195,34.846870422,14.620099068,11.210206032,8.956896782,7.630898952,5.142535686,2.085020781,0.403341979,2.144893408,4.685150146,21805,72.099,11.656390609
Asia and the Pacific,Thailand,2010,M,86.418853760,74.156204224,44.035213470,2.670675516,42.803123474,19.495792389,41.874443054,22.814594269,12.651758194,10.027122498,8.493878365,5.433871269,2.606430054,0.453577548,2.338215113,5.116672993,22833,74.184,10.562110245
Asia and the Pacific,Thailand,1990,MF,100,21.214284897,15.699999809,9.960201263,69.444007874,16.915872574,14.421640396,6.772901058,6.174149990,4.988970757,5.205663681,4.061885834,0.920515299,0.223262325,1.682980537,3.437992096,35102,70.248,13.092550524
