Region,Country,Year,Sex,Primary enrollment (%),Secondary enrollment (%),Tertiary enrollment (%),No schooling (%),Primary schooling (%),Primary schooling complete (%),Secondary schooling (%),Secondary schooling complete (%),Tertiary schooling (%),Tertiary schooling complete (%),Total schooling (years),Total primary schooling (years),Total secondary schooling (years),Total tertiary schooling (years),Human capital,Human capital adjusted,Population (thousands),Life expectancy (years),SuicideRate (%)
Advanced Economies,Australia,1990,F,98,79,38.200000763,1.005928040,9.345088005,4.781709194,62.994388580,52.383964539,26.684320450,14.937208176,11.360220909,5.804526806,4.723263741,0.832430542,3.114355087,5.442974567,5564,76.933,12.800082233
Advanced Economies,Australia,1995,F,99.849060059,90,73.5,1.203545451,10.283523560,5.824514389,56.991340637,49.636764526,31.521585464,17.059700012,11.481852531,5.794016838,4.716210365,0.971625686,3.152466774,5.362917423,5977,78.267,12.806768105
Advanced Economies,Australia,2000,F,95,100,72,0.827707171,10.606264114,6.376785755,63.099124908,57.941089630,25.466903687,15.557512283,11.388456345,5.823452950,4.744515419,0.820488334,3.123161077,5.167377949,6388,79.592,12.443258565
Advanced Economies,Australia,2005,F,95,100,79,0.654663026,9.061347008,5.771603584,59.102081299,55.182559967,31.181907654,19.403844833,11.780900955,5.862027645,4.907158375,1.011714816,3.248164654,5.169419289,6853,80.952,10.414252584
Advanced Economies,Australia,2010,F,97,100,93,0.534649551,7.237514019,4.685125351,58.913604736,35.520599365,33.314228058,21.755329132,11.767972946,5.986990929,4.679590702,1.101391196,3.243968010,6.177690983,7239,81.944,10.758436530
Advanced Economies,Australia,1990,M,98,77.042739868,32.881328583,0.790933073,8.646112442,5.763333797,63.717712402,54.576744080,26.816381454,16.328355789,11.524333000,5.864329338,4.797109604,0.862894654,3.165887117,5.396215916,5732,76.933,12.800082233
Advanced Economies,Australia,1995,M,99.849060059,88.042144775,69.948974609,1.028050661,9.650108337,6.765249252,60.451385498,53.870628357,28.870454788,16.749137878,11.532867432,5.851770878,4.768704414,0.912391663,3.168590069,5.297313213,5964,78.267,12.806768105
Advanced Economies,Australia,2000,M,95,99.989997864,58.136817932,0.709319472,10.231884956,7.446118832,67.744934082,62.999584198,21.313861847,13.922153473,11.347895622,5.873867512,4.769307613,0.704720378,3.110518932,5.094989300,6323,79.592,12.443258565
Advanced Economies,Australia,2005,M,95,99.989997864,63.246551514,0.561469913,9.404022217,7.081691265,64.562767029,61.039524078,25.471742630,16.638341904,11.630592346,5.896642208,4.891748905,0.842201829,3.199707031,5.089141369,6788,80.952,10.414252584
Advanced Economies,Australia,2010,M,95.051551819,99.989997864,67.642250061,0.470236003,7.895110130,6.055344582,64.430160522,43.213794708,27.204490662,18.450859070,11.612728119,6.017838478,4.681782246,0.913107157,3.193995953,6.023953915,7181,81.944,10.758436530
Advanced Economies,Australia,1990,MF,98,78,35.5,0.896831810,8.990402222,5.287678719,63.361434937,53.505332947,26.751333237,15.594446182,11.442933083,5.835108280,4.760909557,0.846915603,3.140221357,5.419685841,11296,76.933,12.800082233
Advanced Economies,Australia,1995,MF,99.849060059,89,71.699996948,1.115893483,9.967161179,6.308005333,58.719478607,51.745876312,30.197463989,16.873073578,11.507000923,5.823271751,4.742318153,0.941410899,3.160404682,5.330775261,11941,78.267,12.806768105
Advanced Economies,Australia,2000,MF,95,100,65,0.768815994,10.420031548,6.924474239,65.410148621,60.447074890,23.401000977,14.732593536,11.368317604,5.849004269,4.756641388,0.762671947,3.116877794,5.132241249,12711,79.592,12.443258565
Advanced Economies,Australia,2005,MF,95,100,71,0.608288467,9.231867790,6.423510075,61.819412231,58.080947876,28.340431213,18.020021439,11.705621719,5.879251957,4.899160862,0.927209139,3.223804474,5.130573273,13641,80.952,10.414252584
Advanced Economies,Australia,2010,MF,96,100,80,0.502572298,7.564989567,5.354429245,61.660793304,39.237274170,30.271646500,20.110784531,11.687997818,6.001960754,4.678387642,1.007648587,3.218127966,6.104274750,14420,81.944,10.758436530
Advanced Economies,Austria,1990,F,91,90,32.799999237,0.853474915,43.561725616,32.794860840,50.672676086,31.099620819,4.912120819,3.018619537,7.573000431,3.750523567,3.663861513,0.158614770,2.132510662,4.639355659,2608,75.596,19.844591469
Advanced Economies,Austria,1995,F,97.970001221,95.949996948,46.799999237,1.330112696,36.070545197,27.899353027,53.863349915,34.556907654,8.735991478,4.852771759,8.290836334,3.783371449,4.235689163,0.271775335,2.291218281,4.938723087,2680,76.823,18.550008019
Advanced Economies,Austria,2000,F,100,93.648208618,59,1.502122998,31.114753723,24.461351395,55.432819366,37.291198730,11.950302124,6.909469128,8.849027634,3.806847095,4.664985180,0.377195328,2.422748804,5.134653568,2715,78.239,15.916629666
Advanced Economies,Austria,2005,F,98.926193237,97.550216675,51,1.521678567,26.194198608,20.926000595,59.295299530,42.168655396,12.988825798,8.271969795,9.356649399,3.833769083,5.097664356,0.425215811,2.548907757,5.261196613,2748,79.567,13.797734613
Advanced Economies,Austria,2010,F,97.860130310,96.736801147,74,1.516184926,22.969282150,18.565204620,60.632186890,43.496559143,14.882346153,9.576013565,9.696175575,3.851270914,5.355737686,0.489167213,2.636935711,5.352263927,2739,80.622,12.782929560
Advanced Economies,Austria,1990,M,91,90,37.513202667,1.423608065,28.148622513,22.283775330,64.327613831,47.032604218,6.100154877,4.137671947,8.972936630,3.825758696,4.942421436,0.204756618,2.452955484,5.084659100,2619,75.596,19.844591469
Advanced Economies,Austria,1995,M,96.079536438,99.682975769,46.406970978,1.956741214,22.411302567,18.140167236,64.507766724,47.872173309,11.124183655,6.867893219,9.581281662,3.836307526,5.385132790,0.359841645,2.606812477,5.262614250,2737,76.823,18.550008019
Advanced Economies,Austria,2000,M,99.989997864,98.196258545,55.040561676,1.789196134,19.461444855,15.918745041,64.098022461,48.898178101,14.651335716,9.228999138,10.027139664,3.857578278,5.691955090,0.477606744,2.725669146,5.358327866,2778,78.239,15.916629666
Advanced Economies,Austria,2005,M,98.592460632,98.289978027,43.133205414,1.742513776,16.561573029,13.736596107,64.492866516,50.435531616,17.203048706,11.651180267,10.424263954,3.873799801,5.973379612,0.577084661,2.836090088,5.422178268,2803,79.567,13.797734613
Advanced Economies,Austria,2010,M,97.235557556,96.044425964,64.149406433,1.709020138,15.723361015,13.161211014,64.789894104,51.732254028,17.777721405,12.091898918,10.560892105,3.880396128,6.083104134,0.597392261,2.875105143,5.417782307,2838,80.622,12.782929560
Advanced Economies,Austria,1990,MF,91,90,35.200000763,1.139141321,35.838958740,27.608194351,57.514514923,38.604957581,5.507387638,3.530986547,8.255955696,3.789819241,4.285369396,0.180767626,2.283240080,4.891104221,5227,75.596,19.844591469
Advanced Economies,Austria,1995,MF,97,97.849998474,46.599998474,1.646723747,29.169059753,23.030113220,59.241565704,40.939903259,9.942652702,5.801915646,8.928914070,3.811352015,4.802670956,0.314891338,2.442180872,5.129467010,5417,76.823,18.550008019
Advanced Economies,Austria,2000,MF,100,95.969451904,57,1.647305727,25.221273422,20.173545837,59.815113068,42.910533905,13.316308975,7.996819019,9.433746338,3.833153486,5.174330711,0.426262498,2.568634987,5.272223473,5493,78.239,15.916629666
Advanced Economies,Austria,2005,MF,98.755371094,97.928009033,47,1.633190155,21.330163956,17.312084198,61.919830322,46.207271576,15.116814613,9.878221512,9.888640404,3.854310751,5.534429550,0.499900728,2.688179016,5.363212585,5551,79.567,13.797734613
Advanced Economies,Austria,2010,MF,97.539306641,96.383407593,69,1.614314198,19.282009125,15.817142487,62.747943878,47.560764313,16.355731964,10.774239540,10.129536629,3.866130114,5.720807076,0.542599320,2.753722668,5.404003620,5577,80.622,12.782929560
Advanced Economies,Belgium,1990,F,97,88,39.599998474,4.237675190,21.400012970,15.888707161,54.320346832,26.140522003,20.041969299,13.332126617,9.864226341,5.580400467,3.616344213,0.667481959,2.681624174,5.713471413,3314,75.862,17.604614312
Advanced Economies,Belgium,1995,F,85.680000305,86.069999695,54.799999237,3.924657106,15.903698921,11.637563705,55.627964020,33.106544495,24.543678284,15.464748383,10.571360588,5.636536598,4.134655952,0.800168514,2.878116369,5.872436047,3327,76.907,19.021236935
Advanced Economies,Belgium,2000,F,97.074279785,100,61,3.332964420,10.868377686,7.685547352,58.746044159,32.795654297,27.052610397,16.189266205,10.938782692,5.704537392,4.369407654,0.864837348,2.985831499,6.008833885,3347,77.867,18.497711462
Advanced Economies,Belgium,2005,F,97.981086731,100,68,4.461818218,10.050641060,6.908407211,56.070140839,35.611034393,29.417398453,17.881097794,11.099473000,5.638023376,4.515479088,0.945969939,3.034198523,5.947078705,3377,78.975,16.432605135
Advanced Economies,Belgium,2010,F,100,98.420288086,75,4.243765831,8.834980965,5.858373165,54.292407990,35.335498810,32.628849030,20.106348038,11.307571411,5.656075954,4.596792221,1.054703712,3.098001242,5.969580650,3423,80.072,16.173554846
Advanced Economies,Belgium,1990,M,95.046875,86.042762756,40.776416779,4.215475082,18.718153000,14.185070038,55.508850098,26.575183868,21.557523727,16.540897369,10.129019737,5.611079216,3.755972385,0.761968434,2.753580332,5.838571072,3360,75.862,17.604614312
Advanced Economies,Belgium,1995,M,87.319458008,80.483444214,54.014125824,3.747957706,14.539840698,10.867815971,57.445049286,33.706920624,24.267152786,18.250534058,10.705903053,5.664961815,4.190587997,0.850353658,2.917100906,5.943061352,3377,76.907,19.021236935
Advanced Economies,Belgium,2000,M,97.315124512,99.989997864,55.078548431,3.026273251,10.294272423,7.410954475,61.778118134,33.961139679,24.901336670,18.464336395,10.965495110,5.731924057,4.366257668,0.867313266,2.993818045,6.052383900,3418,77.867,18.497711462
Advanced Economies,Belgium,2005,M,97.669845581,99.989997864,56.117237091,3.969838858,9.384131432,6.576224804,60.123031616,37.239292145,26.522994995,19.609046936,11.112462997,5.677572250,4.512249470,0.922640979,3.038142443,5.998970985,3461,78.975,16.432605135
Advanced Economies,Belgium,2010,M,99.989997864,95.396514893,61.087303162,3.653304100,8.620150566,5.868302345,59.083396912,37.726703644,28.643146515,21.066431046,11.265497208,5.698246002,4.573059559,0.994191468,3.084994078,6.006576538,3514,80.072,16.173554846
Advanced Economies,Belgium,1990,MF,96,87,40.200000763,4.226498604,20.049840927,15.037722588,54.918689728,26.375617981,20.804967880,14.874748230,9.996767998,5.596046925,3.687127352,0.713594198,2.717403412,5.775974274,6674,75.862,17.604614312
Advanced Economies,Belgium,1995,MF,86.519996643,83.220001221,54.400001526,3.835648537,15.216683388,11.253763199,56.543285370,33.434806824,24.404382706,16.828731537,10.639242172,5.650973320,4.163605690,0.824662328,2.897720098,5.907223701,6704,76.907,19.021236935
Advanced Economies,Belgium,2000,MF,97.197525024,100,58,3.178009510,10.578311920,7.547523022,60.277992249,33.421165466,25.965684891,17.357828140,10.953782082,5.718396187,4.368915558,0.866470277,2.990313530,6.030943871,6765,77.867,18.497711462
Advanced Economies,Belgium,2005,MF,97.822143555,100,62,4.212806702,9.713293076,6.743285656,58.121482849,36.468498230,27.952419281,18.801824570,11.108060837,5.658131123,4.514844894,0.935084939,3.036805391,5.973926067,6838,78.975,16.432605135
Advanced Economies,Belgium,2010,MF,100,96.886459351,68,3.944662094,8.726156235,5.865983009,56.719326019,36.585304260,30.609855652,20.671848297,11.289045334,5.677515030,4.585896015,1.025634050,3.092267275,5.989422321,6937,80.072,16.173554846
Advanced Economies,Canada,1990,F,98,93,100,0.584530711,9.037399292,3.561615229,68.554222107,29.602581024,21.824007034,9.262003899,10.676529884,5.800664425,4.254144669,0.621720254,2.908545017,5.987247467,9359,77.303,13.206762506
Advanced Economies,Canada,1995,F,93.377357483,93.894233704,98.300003052,0.627222776,7.120175838,2.791580915,65.835739136,31.855911255,26.416862488,11.871356964,11.114034653,5.832509041,4.515761375,0.765764177,3.038619995,6.103480339,9859,78.152,13.423179866
Advanced Economies,Canada,2000,F,100,95.342910767,68,0.562854707,5.054280758,1.965167999,65.359458923,32.739894867,29.023403168,14.843300819,11.435274124,5.873555183,4.684384823,0.877333760,3.137817144,6.196515560,10426,79.118,12.267625179
Advanced Economies,Canada,2005,F,100,96.510368347,62.259998322,0.513873160,2.553358078,0.992115498,50.562419891,32.942817688,46.370346069,24.902139664,12.635157585,5.922329903,5.287378311,1.425449729,3.537837744,6.147183895,11109,80.235,11.584015969
Advanced Economies,Canada,2010,F,100,97.445877075,69.993400574,0.456041008,2.083985806,0.998291731,46.735515594,31.990163803,50.724456787,27.737861633,12.914550781,5.940066814,5.405237675,1.569246531,3.638076305,6.089875221,11673,81.322,10.939681300
Advanced Economies,Canada,1990,M,98,93,89.589210510,0.500236452,9.858533859,4.142426968,66.350677490,28.092531204,23.290605545,12.422968864,10.743510246,5.798506260,4.230732441,0.714271486,2.928092003,6.043638706,9488,77.303,13.206762506
Advanced Economies,Canada,1995,M,93.461654663,95.640953064,84.551391602,0.524693489,7.758532524,3.234268427,65.284927368,30.375272751,26.431842804,14.136727333,11.099878311,5.832790375,4.455716610,0.811371267,3.034321547,6.138524532,9961,78.152,13.423179866
Advanced Economies,Canada,2000,M,98.047836304,96.638320923,50.381729126,0.468278229,5.581258297,2.340520144,66.139953613,31.533098221,27.810522079,15.858009338,11.346875191,5.874681473,4.598822594,0.873370767,3.110201597,6.214560509,10535,79.118,12.267625179
Advanced Economies,Canada,2005,M,98.446060181,97.459526062,61.750259399,0.571361542,3.054987669,1.260833144,56.838226318,36.803741455,39.535423279,23.111169815,12.346210480,5.911893368,5.181384563,1.252931714,3.437075853,6.151162148,11241,80.235,11.584015969
Advanced Economies,Canada,2010,M,98.809814453,98.130287170,67.262611389,0.544063926,2.206343651,0.969380081,55.241691589,37.803791046,42.007900238,24.378698349,12.569817543,5.930247307,5.311838627,1.327731729,3.514796972,6.086968422,11832,81.322,10.939681300
Advanced Economies,Canada,1990,MF,98,93,94.699996948,0.542095125,9.450776100,3.851639986,67.444908142,28.863817215,22.562326431,10.746983528,10.708694458,5.799506664,4.243000984,0.666186094,2.917915344,6.014000893,18847,77.303,13.206762506
Advanced Economies,Canada,1995,MF,93.420562744,94.788459778,91.300003052,0.575694323,7.440997124,3.012697697,65.558914185,31.140432358,26.424390793,12.937584877,11.106292725,5.832609177,4.486443996,0.787239432,3.036268473,6.120001793,19820,78.152,13.423179866
Advanced Economies,Canada,2000,MF,99,96.007110596,59,0.515320599,5.319139481,2.152123213,65.751731873,32.174621582,28.413806915,15.307195663,11.391109467,5.874070644,4.642619133,0.874420047,3.123989820,6.205317974,20961,79.118,12.267625179
Advanced Economies,Canada,2005,MF,99.204383850,96.996772766,62,0.542787135,2.805654287,1.124789596,53.718860626,34.912788391,42.932701111,24.033489227,12.491241455,5.917006969,5.234911442,1.339323640,3.487287283,6.151193142,22350,80.235,11.584015969
Advanced Economies,Canada,2010,MF,99.388214111,97.796813965,68.599113464,0.500350177,2.145578623,0.971143126,51.017372131,34.930164337,46.336692810,26.083290100,12.741772652,5.934745789,5.358627796,1.448399782,3.575758219,6.091488838,23505,81.322,10.939681300
Advanced Economies,Denmark,1990,F,96,88,39,0.116946489,18.027559280,12.898571014,64.924354553,33.352512360,16.973203659,10.445235252,10.210855484,5.417900085,4.244586468,0.548368871,2.776206732,5.792948723,1710,74.941,23.862738332
Advanced Economies,Denmark,1995,F,99,97.599998474,51.099998474,0.124026932,12.207390785,9.006100655,68.078392029,37.227180481,19.590185165,12.075940132,10.843995094,5.629233360,4.581439018,0.633322477,2.957663298,6.006974697,1737,75.629,18.420806930
Advanced Economies,Denmark,2000,F,100,100,66,1.445347667,5.826726913,4.350551605,69.002029419,38.847511292,23.725894928,14.176274300,11.389508247,5.745380402,4.886084080,0.758043230,3.123489618,6.171170712,1759,76.712,13.031784356
Advanced Economies,Denmark,2005,F,99,100,93,2.681478262,2.710143566,2.045826912,66.066490173,37.625350952,28.543497086,17.543535233,11.768975258,5.850829601,4.996405602,0.921740711,3.244293213,6.290442467,1775,77.936,10.648557099
Advanced Economies,Denmark,2010,F,100,100,87,3.316586256,0.782401681,0.595384240,65.928634644,38.707839966,29.988344193,19.370901108,12.029470444,6.007834911,5.034451008,0.987184882,3.329916000,6.356790543,1786,79.416,9.781867645
Advanced Economies,Denmark,1990,M,96,86.050788879,34.137783051,0.119945116,11.862683296,8.622211456,70.440605164,39.649410248,17.513309479,11.755536079,10.751348495,5.486406326,4.679565430,0.585376978,2.930387974,5.935620308,1753,74.941,23.862738332
Advanced Economies,Denmark,1995,M,99.989997864,95.770385742,39.178749084,0.123296753,7.705445766,5.743822098,72.890472412,42.870555878,19.280786514,12.883662224,11.236186028,5.681110382,4.911786556,0.643288910,3.075964689,6.075452328,1784,75.629,18.420806930
Advanced Economies,Denmark,2000,M,99.989997864,99.989997864,48.244365692,1.135694742,3.885303259,2.916982174,72.460380554,43.966629028,22.518625259,14.284000397,11.613897324,5.794711113,5.083133698,0.736052394,3.194369555,6.163635731,1801,76.712,13.031784356
Advanced Economies,Denmark,2005,M,99,99.989997864,67.311523438,2.034105778,1.667685509,1.260874987,71.117195129,42.811664581,25.182622910,16.391540527,11.846242905,5.906902313,5.107856750,0.831483305,3.269458294,6.256097317,1818,77.936,10.648557099
Advanced Economies,Denmark,2010,M,99.989997864,99.989997864,61.379707336,2.492629290,0.761757612,0.577987850,72.055809021,42.672500610,24.713754654,16.778919220,11.913569450,6.066362858,5.017353058,0.829853594,3.291544676,6.326504707,1826,79.416,9.781867645
Advanced Economies,Denmark,1990,MF,96,87,36.5,0.118464418,14.906847000,10.746363640,67.716728210,36.423538208,17.246610641,11.068687439,10.480417252,5.452829838,4.461281300,0.566305876,2.852060556,5.869991302,3463,74.941,23.862738332
Advanced Economies,Denmark,1995,MF,100,96.666664124,45,0.123656973,9.926371574,7.359922886,70.516548157,40.008090973,19.433422089,12.450400352,11.039794922,5.655653477,4.746464252,0.637676537,3.016144991,6.044975281,3521,75.629,18.420806930
Advanced Economies,Denmark,2000,MF,100,100,57,1.288694501,4.844563007,3.626631260,70.751609802,41.458518982,23.115137100,14.180856705,11.502691269,5.770363331,4.986408710,0.745919883,3.159043074,6.168186188,3560,76.712,13.031784356
Advanced Economies,Denmark,2005,MF,99,100,80,2.353918314,2.182676554,1.648845196,68.622062683,40.309921265,26.842947006,16.912750244,11.808928490,5.879205227,5.054609776,0.875114083,3.257281065,6.271418095,3593,77.936,10.648557099
Advanced Economies,Denmark,2010,MF,100,100,74,2.900045395,0.771965265,0.586589932,69.026145935,40.785671234,27.321844101,18.043996811,11.972753525,6.037423134,5.028013706,0.907316864,3.311083078,6.340627193,3612,79.416,9.781867645
Advanced Economies,Finland,1990,F,98,94,52,0.100000001,42.539634705,32.014316559,44.073356628,27.675441742,13.287012100,6.335508347,8.506056786,4.819945812,3.293660641,0.392450571,2.341064453,5.093557358,1666,75.254,26.958735424
Advanced Economies,Finland,1995,F,100,94,75.699996948,0.358430386,36.609191895,28.702577591,39.351787567,24.888021469,23.680587769,9.970476151,9.377161026,5.046793938,3.657345533,0.673021317,2.554141283,5.458947182,1687,76.472,23.824928255
Advanced Economies,Finland,2000,F,100,100,90,0.479880095,30.689849854,24.589754105,39.510433197,26.108415604,29.319841385,12.262702942,10.083101273,5.244889736,4.006560326,0.831650913,2.740965128,5.672133923,1714,77.779,21.151092900
Advanced Economies,Finland,2005,F,98,100,100,0.400005281,25.375141144,20.734188080,41.191055298,28.823566437,33.033798218,12.886296272,10.668856621,5.447867870,4.302586555,0.918401837,2.906314135,5.785058498,1732,78.977,17.670477989
Advanced Economies,Finland,2010,F,99,100,100,0.433896214,22.607973099,18.776132584,42.150146484,30.034481049,34.807987213,12.255929947,10.970260620,5.635328770,4.393653393,0.941278219,2.995244980,5.828522205,1746,80.137,16.210256730
Advanced Economies,Finland,1990,M,99.956153870,92.040847778,45.926551819,0.100000001,43.387832642,33.777748108,41.019691467,24.704536438,15.492476463,9.361788750,8.621244431,4.870218754,3.253940344,0.497085333,2.368186474,5.166116714,1691,75.254,26.958735424
Advanced Economies,Finland,1995,M,99.989997864,92.043205261,65.123878479,0.158895627,38.912044525,31.408493042,39.950489044,24.224782944,20.978565216,11.695491791,9.234724998,5.089049339,3.492194414,0.653481066,2.518018961,5.424489021,1723,76.472,23.824928255
Advanced Economies,Finland,2000,M,99.989997864,99.989997864,74.351821899,0.179428190,34.472923279,28.204698563,42.420669556,26.804288864,22.926969528,12.821211815,9.709773064,5.276924133,3.717885017,0.714963675,2.640523911,5.581326008,1751,77.779,21.151092900
Advanced Economies,Finland,2005,M,99.961158752,99.989997864,84.357109070,0.158289328,29.826723099,24.703542709,45.635437012,30.315834045,24.379547119,13.162542343,10.161803246,5.464123249,3.946838140,0.750841737,2.762622356,5.699628830,1776,78.977,17.670477989
Advanced Economies,Finland,2010,M,99,99.989997864,88.284210205,0.144980386,27.100885391,22.669221878,47.795433044,32.276172638,24.958700180,12.814820290,10.427984238,5.645797253,4.026716709,0.755470395,2.837145567,5.762362480,1793,80.137,16.210256730
Advanced Economies,Finland,1990,MF,99,93,48.900001526,0.100000001,42.966892242,32.883270264,42.535148621,26.154836655,14.397955894,7.797116280,8.561491966,4.844692707,3.272897959,0.443901509,2.354078054,5.128652096,3357,75.254,26.958735424
Advanced Economies,Finland,1995,MF,100,93,70.300003052,0.257609755,37.772773743,30.044378281,39.654304504,24.562341690,22.315313339,10.948149681,9.306791306,5.067384720,3.574137926,0.665269077,2.536231041,5.444419861,3410,76.472,23.824928255
Advanced Economies,Finland,2000,MF,100,100,82,0.328049988,32.601581573,26.390033722,40.981086731,26.498292923,26.089275360,12.796096802,9.899797440,5.260282993,3.861806393,0.777707458,2.691179991,5.634378910,3465,77.779,21.151092900
Advanced Economies,Finland,2005,MF,99,100,92,0.277631432,27.628850937,22.721097946,43.441120148,29.635591507,28.652397156,13.358772278,10.419799805,5.455418110,4.124157906,0.840223372,2.834824324,5.753834724,3508,78.977,17.670477989
Advanced Economies,Finland,2010,MF,99,100,94,0.287519813,24.884262085,20.732290268,45.010272980,31.247978210,29.817941666,12.928895950,10.705157280,5.640143871,4.210076332,0.854936898,2.916883469,5.808889866,3539,80.137,16.210256730
Advanced Economies,France,1990,F,100,85,42.799999237,6.257874012,36.662075043,23.537992477,43.709217072,24.591257095,13.370830536,4.971079350,8.147907257,4.359004021,3.422064543,0.366838217,2.258702993,4.965558529,18685,76.757,21.278715415
Advanced Economies,France,1995,F,99.75,98.790000916,57.200000763,3.617009401,28.865123749,20.704710007,50.057739258,29.883895874,17.460124969,6.306885242,9.211514473,4.615139008,4.121035099,0.475340128,2.512181282,5.357645988,18990,77.902,19.675526375
Advanced Economies,France,2000,F,99.839996338,97.370002747,63,1.905696511,21.011110306,16.397684097,56.057838440,34.249561310,21.025358200,7.670751572,10.104877472,4.789379597,4.741575718,0.573922038,2.746940613,5.643264294,19304,79.008,17.502829281
Advanced Economies,France,2005,F,100,100,60,1.219740033,12.938635826,10.840365410,62.915946960,37.952648163,22.924657822,8.688653946,10.778715134,4.886505604,5.259943485,0.632266283,2.938418388,5.846541882,19748,80.291,15.779779322
Advanced Economies,France,2010,F,100,100,62,1.172371984,9.359103203,8.341789246,61.573608398,39.678455353,27.894918442,10.589755058,11.291584015,4.915948391,5.605942249,0.769693375,3.093052387,5.914868355,20067,81.508,15.247341254
Advanced Economies,France,1990,M,99.989997864,79.120452881,36.474040985,5.509333611,33.508445740,19.751525879,47.188892365,28.344659805,13.793331146,7.096393108,8.501833916,4.380610466,3.703428745,0.417794466,2.340075970,5.112297058,18628,76.757,21.278715415
Advanced Economies,France,1995,M,99.989997864,98.790000916,44.949161530,3.069345713,25.951240540,17.662631989,54.560489655,34.719223022,16.418922424,8.195987701,9.504936218,4.639317513,4.373320580,0.492298275,2.586986303,5.441977501,18903,77.902,19.675526375
Advanced Economies,France,2000,M,99.504890442,95.781448364,51.142097473,1.595167041,18.509624481,14.133362770,60.484939575,39.240200043,19.410268784,9.644113541,10.347245216,4.810834885,4.955322266,0.581087589,2.814330816,5.688645840,19256,79.008,17.502829281
Advanced Economies,France,2005,M,99.989997864,99.989997864,48.093276978,1.176260114,10.684591293,9.008317947,67.617141724,42.806640625,20.519493103,10.648660660,10.947767258,4.899154663,5.425249577,0.623363078,2.988515377,5.868978500,19706,80.291,15.779779322
Advanced Economies,France,2010,M,99.989997864,99.989997864,50.123638153,1.178255558,7.710126877,7.032082558,66.462463379,44.189426422,24.649156570,12.671513557,11.380171776,4.924136162,5.709621906,0.746413350,3.120574713,5.922340870,20003,81.508,15.247341254
Advanced Economies,France,1990,MF,100,82,39.599998474,5.884175777,35.087669373,21.611749649,45.446395874,26.423473358,13.581757545,5.998961449,8.321790695,4.368893147,3.561283112,0.391614377,2.298321486,5.040020943,37313,76.757,21.278715415
Advanced Economies,France,1995,MF,100,98.790000916,51,3.343806028,27.411527634,19.164220810,52.303947449,32.248184204,16.940719604,7.247298241,9.355840683,4.626626968,4.245453835,0.483760238,2.548701525,5.401165485,37893,77.902,19.675526375
Advanced Economies,France,2000,MF,99.668403625,96.561180115,57,1.750625014,19.761924744,15.256256104,58.268634796,36.697437286,20.218818665,8.687162399,10.224931717,4.799827099,4.846985817,0.578119576,2.780117512,5.667943478,38560,79.008,17.502829281
Advanced Economies,France,2005,MF,100,100,54,1.198023200,11.812813759,9.924457550,65.264038086,40.338459015,21.723354340,9.736643791,10.863351822,4.892801762,5.341350555,0.629200041,2.963393927,5.859841824,39454,80.291,15.779779322
Advanced Economies,France,2010,MF,100,100,56,1.175309062,8.535931587,7.695515633,64.014129639,41.909523010,26.274629593,11.733927727,11.337470055,4.920224190,5.657074928,0.760170996,3.107277632,5.920679569,40070,81.508,15.247341254
Advanced Economies,Germany,1990,F,90,85,27.799999237,5.484391212,42.840755463,31.792808533,42.018238068,29.018928528,9.656615257,5.563161373,8.736643791,4.892721653,3.539526224,0.304395467,2.395673513,5.147599220,27027,75.488,13.682739605
Advanced Economies,Germany,1995,F,100,98.940002441,41.299999237,5.143419743,31.998727798,24.803894043,49.953521729,36.141193390,12.904328346,7.692915916,9.608109474,4.658198357,4.537966251,0.411945194,2.613815308,5.514141083,27355,76.623,13.513258494
Advanced Economies,Germany,2000,F,100,93.613082886,47.200000763,4.164220810,26.531833649,21.483922958,54.262615204,40.939861298,15.034973145,9.435892105,10.140614510,4.442492485,5.208704472,0.489417315,2.756774902,5.703434467,27575,77.982,12.164791681
Advanced Economies,Germany,2005,F,100,96.554336548,53.099998474,3.638025999,6.134005070,5.238451004,73.655441284,53.919303894,16.526372910,10.524828911,11.791689873,4.193782806,7.056883812,0.541024327,3.251670837,6.156260490,27301,79.222,10.618935619
Advanced Economies,Germany,2010,F,100,100,59,1.829792380,4.473095894,3.893456221,73.747200012,56.870201111,19.949914932,12.845027924,12.434625626,3.915215492,7.863512039,0.655898631,3.467599392,6.211291790,27070,80.124,9.994124216
Advanced Economies,Germany,1990,M,88.045722961,85,39.659496307,4.864506721,41.410182953,32.154853821,36.640789032,28.459110260,17.084524155,10.965473175,9.172188759,4.930842876,3.680346251,0.560999870,2.502321482,5.417114735,27749,75.488,13.682739605
Advanced Economies,Germany,1995,M,99.989997864,99.989997864,47.299682617,4.854414463,27.781785965,22.461683273,46.705089569,37.332988739,20.658710480,13.590827942,10.243869781,4.689286709,4.869592190,0.684990823,2.785387516,5.734690189,28406,76.623,13.513258494
Advanced Economies,Germany,2000,M,99.989997864,92.562232971,49.937652588,3.788297415,19.966239929,16.977279663,53.544677734,44.231834412,22.706762314,15.517133713,11.040011406,4.481350422,5.794182777,0.764477909,3.016210079,5.881227493,28432,77.982,12.164791681
Advanced Economies,Germany,2005,M,99.989997864,95.605278015,52.510437012,3.371816635,6.032448292,5.317329407,68.363449097,52.695022583,22.239257813,15.269401550,12.159330368,4.188837051,7.220319748,0.750173271,3.373440027,6.165025711,28038,79.222,10.618935619
